Event,Latitude,Longitude,Elevation [m],Symbiosis,Spinose,Depth [m],Relative_Abundance
RC13-190,1.783,-25.43,-3797,Yes,Yes,0,1.105
RC13-195,4.583,-10.05,-2536,No,No,0,0.069
RC13-195,4.583,-10.05,-2536,No,Yes,0,0.009000000000000001
RC13-195,4.583,-10.05,-2536,Yes,No,0,0.316
RC13-195,4.583,-10.05,-2536,Yes,Yes,0,1.0420000000000003
RC13-196,3.705,-7.722,-3734,No,No,0,0.086
RC13-196,3.705,-7.722,-3734,No,Yes,0,0.003
RC13-196,3.705,-7.722,-3734,Yes,No,0,0.33799999999999997
RC13-196,3.705,-7.722,-3734,Yes,Yes,0,1.02
RC13-210,-9.142,-10.61,-3658,No,No,0,0.098
RC13-210,-9.142,-10.61,-3658,No,Yes,0,0.003
RC13-210,-9.142,-10.61,-3658,Yes,No,0,0.251
RC13-210,-9.142,-10.61,-3658,Yes,Yes,0,1.1059999999999999
RC13-275,-50.7167,13.4333,-1984,No,No,0,0.9693
RC13-275,-50.7167,13.4333,-1984,No,Yes,0,0.0092
RC13-275,-50.7167,13.4333,-1984,Yes,No,0,0.0123
RC13-275,-50.7167,13.4333,-1984,Yes,Yes,0,0
RC15-115,-49.6,-47.57,-2642,No,No,0,0.5247999999999999
RC15-115,-49.6,-47.57,-2642,No,Yes,0,0.2335
RC15-115,-49.6,-47.57,-2642,Yes,No,0,0.4313
RC15-115,-49.6,-47.57,-2642,Yes,Yes,0,0
RC15-143,-33.57,-49.03,-2945,No,No,0,0.084
RC15-143,-33.57,-49.03,-2945,No,Yes,0,0.039900000000000005
RC15-143,-33.57,-49.03,-2945,Yes,No,0,0.3802
RC15-143,-33.57,-49.03,-2945,Yes,Yes,0,0.8885
RC15-145,-29.22,-45.47,-3380,No,No,0,0.06810000000000001
RC15-145,-29.22,-45.47,-3380,No,Yes,0,0.027200000000000002
RC15-145,-29.22,-45.47,-3380,Yes,No,0,0.34340000000000004
RC15-145,-29.22,-45.47,-3380,Yes,Yes,0,1.0433
RC15-151,-24.7,-40.58,-2711,No,No,0,0.0719
RC15-151,-24.7,-40.58,-2711,No,Yes,0,0.006
RC15-151,-24.7,-40.58,-2711,Yes,No,0,0.2316
RC15-151,-24.7,-40.58,-2711,Yes,Yes,0,1.2476000000000003
RC15-91,-49.92,-15.57,-3775,No,No,0,0.5887
RC15-91,-49.92,-15.57,-3775,No,Yes,0,0.07400000000000001
RC15-91,-49.92,-15.57,-3775,Yes,No,0,0.6332
RC15-91,-49.92,-15.57,-3775,Yes,Yes,0,0
RC15-93,-46.1,-13.23,-2714,No,No,0,0.6048
RC15-93,-46.1,-13.23,-2714,No,Yes,0,0.1989
RC15-93,-46.1,-13.23,-2714,Yes,No,0,0.27520000000000006
RC15-93,-46.1,-13.23,-2714,Yes,Yes,0,0.0109
TAG72-1,16.6,-20.45,-3527,No,No,0,0.08299999999999999
TAG72-1,16.6,-20.45,-3527,No,Yes,0,0.094
TAG72-1,16.6,-20.45,-3527,Yes,No,0,0.632
TAG72-1,16.6,-20.45,-3527,Yes,Yes,0,0.544
V12-53,-40.9,-20.38,-3797,No,No,0,0.2253
V12-53,-40.9,-20.38,-3797,No,Yes,0,0.2823
V12-53,-40.9,-20.38,-3797,Yes,No,0,0.6335999999999999
V12-53,-40.9,-20.38,-3797,Yes,Yes,0,0.0571
V12-56,-36.5,8.1,-3222,No,No,0,0.1809
V12-56,-36.5,8.1,-3222,No,Yes,0,0.131
V12-56,-36.5,8.1,-3222,Yes,No,0,0.6382
V12-56,-36.5,8.1,-3222,Yes,Yes,0,0.29050000000000004
V12-66,-22.98,7.017,-2760,No,No,0,0.21719999999999998
V12-66,-22.98,7.017,-2760,No,Yes,0,0.0286
V12-66,-22.98,7.017,-2760,Yes,No,0,0.48
V12-66,-22.98,7.017,-2760,Yes,Yes,0,0.4113
V12-79,-1.517,-11.78,-3823,No,No,0,0.066
V12-79,-1.517,-11.78,-3823,No,Yes,0,0.002
V12-79,-1.517,-11.78,-3823,Yes,No,0,0.294
V12-79,-1.517,-11.78,-3823,Yes,Yes,0,0.9940000000000001
V14-47,-50.77,-42.15,-1690,No,No,0,0.7010000000000001
V14-47,-50.77,-42.15,-1690,No,Yes,0,0.12560000000000002
V14-47,-50.77,-42.15,-1690,Yes,No,0,0.26130000000000003
V14-47,-50.77,-42.15,-1690,Yes,Yes,0,0.0125
V14-5,0.85,-32.85,-3255,No,No,0,0.049
V14-5,0.85,-32.85,-3255,No,Yes,0,0
V14-5,0.85,-32.85,-3255,Yes,No,0,0.19200000000000003
V14-5,0.85,-32.85,-3255,Yes,Yes,0,1.2650000000000001
V14-7,-2.3,-36.13,-3830,No,No,0,0.129
V14-7,-2.3,-36.13,-3830,No,Yes,0,0
V14-7,-2.3,-36.13,-3830,Yes,No,0,0.285
V14-7,-2.3,-36.13,-3830,Yes,Yes,0,1.1300000000000001
V15-136,-52.18,-49.08,-2514,No,No,0,0.6722
V15-136,-52.18,-49.08,-2514,No,Yes,0,0.1923
V15-136,-52.18,-49.08,-2514,Yes,No,0,0.20149999999999998
V15-136,-52.18,-49.08,-2514,Yes,Yes,0,0.0018
V15-137,-50.38,-47.4,-2681,No,No,0,0.7689000000000001
V15-137,-50.38,-47.4,-2681,No,Yes,0,0.1197
V15-137,-50.38,-47.4,-2681,Yes,No,0,0.14489999999999997
V15-137,-50.38,-47.4,-2681,Yes,Yes,0,0
V15-164,-9.75,-34.4,-3588,No,No,0,0.056999999999999995
V15-164,-9.75,-34.4,-3588,No,Yes,0,0
V15-164,-9.75,-34.4,-3588,Yes,No,0,0.11899999999999998
V15-164,-9.75,-34.4,-3588,Yes,Yes,0,1.3869999999999998
V16-189,-28.83,-41.03,-3781,No,No,0,0.1841
V16-189,-28.83,-41.03,-3781,No,Yes,0,0.0031
V16-189,-28.83,-41.03,-3781,Yes,No,0,0.38660000000000005
V16-189,-28.83,-41.03,-3781,Yes,Yes,0,0.9141999999999999
V16-190,-27.95,-42.45,-2919,No,No,0,0.1099
V16-190,-27.95,-42.45,-2919,No,Yes,0,0.0346
V16-190,-27.95,-42.45,-2919,Yes,No,0,0.3071
V16-190,-27.95,-42.45,-2919,Yes,Yes,0,0.9852000000000001
V16-21,17.267,-48.42,-3975,No,No,0,0.016
V16-21,17.267,-48.42,-3975,No,Yes,0,0
V16-21,17.267,-48.42,-3975,Yes,No,0,0.13200000000000003
V16-21,17.267,-48.42,-3975,Yes,Yes,0,1.395
V16-35,-17.67,-15.1,-3891,No,No,0,0.046
V16-35,-17.67,-15.1,-3891,No,Yes,0,0.009000000000000001
V16-35,-17.67,-15.1,-3891,Yes,No,0,0.205
V16-35,-17.67,-15.1,-3891,Yes,Yes,0,1.112
V16-36,-19.37,-11.43,-3329,No,No,0,0.06
V16-36,-19.37,-11.43,-3329,No,Yes,0,0.027999999999999997
V16-36,-19.37,-11.43,-3329,Yes,No,0,0.33299999999999996
V16-36,-19.37,-11.43,-3329,Yes,Yes,0,0.921
V16-37,-21.33,-8.95,-3908,No,No,0,0.09670000000000002
V16-37,-21.33,-8.95,-3908,No,Yes,0,0.009399999999999999
V16-37,-21.33,-8.95,-3908,Yes,No,0,0.3468
V16-37,-21.33,-8.95,-3908,Yes,Yes,0,0.9388
V16-50,-33.35,16.433,-2376,No,No,0,0.11019999999999999
V16-50,-33.35,16.433,-2376,No,Yes,0,0.015300000000000001
V16-50,-33.35,16.433,-2376,Yes,No,0,1.1561
V16-50,-33.35,16.433,-2376,Yes,Yes,0,0.1959
V17-144,-40.57,-55.17,-2503,No,No,0,0.2318
V17-144,-40.57,-55.17,-2503,No,Yes,0,0.34299999999999997
V17-144,-40.57,-55.17,-2503,Yes,No,0,0.6064
V17-144,-40.57,-55.17,-2503,Yes,Yes,0,0.0048
V17-147,-33.15,-49.87,-1545,No,No,0,0.11069999999999998
V17-147,-33.15,-49.87,-1545,No,Yes,0,0.0317
V17-147,-33.15,-49.87,-1545,Yes,No,0,0.5566
V17-147,-33.15,-49.87,-1545,Yes,Yes,0,0.6625
V17-159,16.983,-20.05,-3404,No,No,0,0.24500000000000002
V17-159,16.983,-20.05,-3404,No,Yes,0,0.036000000000000004
V17-159,16.983,-20.05,-3404,Yes,No,0,1.069
V17-159,16.983,-20.05,-3404,Yes,Yes,0,0.354
V18-110,-53.58,-44.7,-2610,No,No,0,0.9659
V18-110,-53.58,-44.7,-2610,No,Yes,0,0.0128
V18-110,-53.58,-44.7,-2610,Yes,No,0,0.0298
V18-110,-53.58,-44.7,-2610,Yes,Yes,0,0
V18-117,-49.5,-52.25,-2559,No,No,0,0.6648999999999999
V18-117,-49.5,-52.25,-2559,No,Yes,0,0.1941
V18-117,-49.5,-52.25,-2559,Yes,No,0,0.18350000000000002
V18-117,-49.5,-52.25,-2559,Yes,Yes,0,0.008
V18-126,-45.67,-57.62,-3499,No,No,0,0.22220000000000004
V18-126,-45.67,-57.62,-3499,No,Yes,0,0.2553
V18-126,-45.67,-57.62,-3499,Yes,No,0,0.8078
V18-126,-45.67,-57.62,-3499,Yes,Yes,0,0.03
V18-182,-32.33,15.017,-2941,No,No,0,0.1107
V18-182,-32.33,15.017,-2941,No,Yes,0,0.1038
V18-182,-32.33,15.017,-2941,Yes,No,0,0.8171
V18-182,-32.33,15.017,-2941,Yes,Yes,0,0.2394
V18-21,4.233,-47.75,-2374,No,No,0,0.11599999999999999
V18-21,4.233,-47.75,-2374,No,Yes,0,0
V18-21,4.233,-47.75,-2374,Yes,No,0,0.205
V18-21,4.233,-47.75,-2374,Yes,Yes,0,1.296
V18-34,-31.35,-36.82,-3252,No,No,0,0.07700000000000001
V18-34,-31.35,-36.82,-3252,No,Yes,0,0.0159
V18-34,-31.35,-36.82,-3252,Yes,No,0,0.2811
V18-34,-31.35,-36.82,-3252,Yes,Yes,0,0.9098000000000002
V19-240,-30.58,13.283,-3103,No,No,0,0.0977
V19-240,-30.58,13.283,-3103,No,Yes,0,0.0385
V19-240,-30.58,13.283,-3103,Yes,No,0,0.9616
V19-240,-30.58,13.283,-3103,Yes,Yes,0,0.20730000000000004
V19-245,-26.2,4.683,-2725,No,No,0,0.1724
V19-245,-26.2,4.683,-2725,No,Yes,0,0.0062
V19-245,-26.2,4.683,-2725,Yes,No,0,0.5878
V19-245,-26.2,4.683,-2725,Yes,Yes,0,0.5077000000000002
V19-248,-24.57,4.833,-3321,No,No,0,0.1729
V19-248,-24.57,4.833,-3321,No,Yes,0,0.0108
V19-248,-24.57,4.833,-3321,Yes,No,0,0.6329
V19-248,-24.57,4.833,-3321,Yes,Yes,0,0.4364999999999999
V19-283,-1.283,5.533,-3442,No,No,0,0.078
V19-283,-1.283,5.533,-3442,No,Yes,0,0.017
V19-283,-1.283,5.533,-3442,Yes,No,0,0.48999999999999994
V19-283,-1.283,5.533,-3442,Yes,Yes,0,0.73
V20-213,-28.33,-13.15,-2175,No,No,0,0.13970000000000002
V20-213,-28.33,-13.15,-2175,No,Yes,0,0.032400000000000005
V20-213,-28.33,-13.15,-2175,Yes,No,0,0.3575
V20-213,-28.33,-13.15,-2175,Yes,Yes,0,0.7722000000000002
V20-227,-4.233,-34.63,-3812,No,No,0,0.12
V20-227,-4.233,-34.63,-3812,No,Yes,0,0
V20-227,-4.233,-34.63,-3812,Yes,No,0,0.22499999999999998
V20-227,-4.233,-34.63,-3812,Yes,Yes,0,1.201
V20-228,-2.483,-36.42,-3676,No,No,0,0.153
V20-228,-2.483,-36.42,-3676,No,Yes,0,0
V20-228,-2.483,-36.42,-3676,Yes,No,0,0.256
V20-228,-2.483,-36.42,-3676,Yes,Yes,0,1.107
V20-230,-1.95,-39.03,-3294,No,No,0,0.07
V20-230,-1.95,-39.03,-3294,No,Yes,0,0
V20-230,-1.95,-39.03,-3294,Yes,No,0,0.21
V20-230,-1.95,-39.03,-3294,Yes,Yes,0,1.2399999999999998
V20-233,2.1,-35.6,-3884,No,No,0,0.11200000000000002
V20-233,2.1,-35.6,-3884,No,Yes,0,0
V20-233,2.1,-35.6,-3884,Yes,No,0,0.201
V20-233,2.1,-35.6,-3884,Yes,Yes,0,1.2309999999999999
V20-234,5.317,-33.03,-3133,No,No,0,0.046
V20-234,5.317,-33.03,-3133,No,Yes,0,0
V20-234,5.317,-33.03,-3133,Yes,No,0,0.215
V20-234,5.317,-33.03,-3133,Yes,Yes,0,1.035
V22-106,-46.13,-10.9,-3037,No,No,0,0.7014
V22-106,-46.13,-10.9,-3037,No,Yes,0,0.132
V22-106,-46.13,-10.9,-3037,Yes,No,0,0.2146
V22-106,-46.13,-10.9,-3037,Yes,Yes,0,0.005
V22-107,-44.47,-6.633,-3898,No,No,0,0.2493
V22-107,-44.47,-6.633,-3898,No,Yes,0,0.5013000000000001
V22-107,-44.47,-6.633,-3898,Yes,No,0,0.3804
V22-107,-44.47,-6.633,-3898,Yes,Yes,0,0.0129
V22-122,-39.58,24.583,-3272,No,No,0,0.11040000000000001
V22-122,-39.58,24.583,-3272,No,Yes,0,0.2668
V22-122,-39.58,24.583,-3272,Yes,No,0,0.9717000000000001
V22-122,-39.58,24.583,-3272,Yes,Yes,0,0.0418
V22-169,-16.25,-5.733,-3499,No,No,0,0.10600000000000001
V22-169,-16.25,-5.733,-3499,No,Yes,0,0.02
V22-169,-16.25,-5.733,-3499,Yes,No,0,0.348
V22-169,-16.25,-5.733,-3499,Yes,Yes,0,0.8249999999999998
V22-175,-8.767,-14.28,-2950,No,No,0,0.063
V22-175,-8.767,-14.28,-2950,No,Yes,0,0.002
V22-175,-8.767,-14.28,-2950,Yes,No,0,0.205
V22-175,-8.767,-14.28,-2950,Yes,Yes,0,1.23
V22-177,-7.75,-14.6,-3290,No,No,0,0.087
V22-177,-7.75,-14.6,-3290,No,Yes,0,0.024
V22-177,-7.75,-14.6,-3290,Yes,No,0,0.298
V22-177,-7.75,-14.6,-3290,Yes,Yes,0,0.9700000000000002
V22-179,-4.883,-15.73,-3576,No,No,0,0.079
V22-179,-4.883,-15.73,-3576,No,Yes,0,0.004
V22-179,-4.883,-15.73,-3576,Yes,No,0,0.247
V22-179,-4.883,-15.73,-3576,Yes,Yes,0,1.139
V22-182,-0.533,-17.27,-3776,No,No,0,0.092
V22-182,-0.533,-17.27,-3776,No,Yes,0,0.002
V22-182,-0.533,-17.27,-3776,Yes,No,0,0.301
V22-182,-0.533,-17.27,-3776,Yes,Yes,0,1.0579999999999998
V22-188,4.667,-20.92,-2600,No,No,0,0.059
V22-188,4.667,-20.92,-2600,No,Yes,0,0.043
V22-188,4.667,-20.92,-2600,Yes,No,0,0.20900000000000002
V22-188,4.667,-20.92,-2600,Yes,Yes,0,1.0430000000000001
V22-204,15.017,-23.23,-1723,No,No,0,0.086
V22-204,15.017,-23.23,-1723,No,Yes,0,0.035
V22-204,15.017,-23.23,-1723,Yes,No,0,0.302
V22-204,15.017,-23.23,-1723,Yes,Yes,0,1.0499999999999998
V22-26,8.717,-41.25,-3720,No,No,0,0.015
V22-26,8.717,-41.25,-3720,No,Yes,0,0
V22-26,8.717,-41.25,-3720,Yes,No,0,0.172
V22-26,8.717,-41.25,-3720,Yes,Yes,0,1.2229999999999999
V22-38,-9.55,-34.25,-3797,No,No,0,0.052000000000000005
V22-38,-9.55,-34.25,-3797,No,Yes,0,0
V22-38,-9.55,-34.25,-3797,Yes,No,0,0.166
V22-38,-9.55,-34.25,-3797,Yes,Yes,0,1.3160000000000003
V22-71,-29.42,-33.42,-3314,No,No,0,0.10080000000000001
V22-71,-29.42,-33.42,-3314,No,Yes,0,0.027200000000000002
V22-71,-29.42,-33.42,-3314,Yes,No,0,0.19330000000000003
V22-71,-29.42,-33.42,-3314,Yes,Yes,0,1.0352999999999999
V22-92,-50.1,-42.93,-1686,No,No,0,0.7556
V22-92,-50.1,-42.93,-1686,No,Yes,0,0.12359999999999999
V22-92,-50.1,-42.93,-1686,Yes,No,0,0.19950000000000004
V22-92,-50.1,-42.93,-1686,Yes,Yes,0,0
V22-93,-50.78,-43.17,-1320,No,No,0,0.6515000000000001
V22-93,-50.78,-43.17,-1320,No,Yes,0,0.2212
V22-93,-50.78,-43.17,-1320,Yes,No,0,0.1516
V22-93,-50.78,-43.17,-1320,Yes,Yes,0,0.0060999999999999995
V22-94,-51.52,-43.5,-2164,No,No,0,0.7594
V22-94,-51.52,-43.5,-2164,No,Yes,0,0.1219
V22-94,-51.52,-43.5,-2164,Yes,No,0,0.18439999999999998
V22-94,-51.52,-43.5,-2164,Yes,Yes,0,0.0063
V24-220,-33.1,1.483,-2635,No,No,0,0.1501
V24-220,-33.1,1.483,-2635,No,Yes,0,0.0552
V24-220,-33.1,1.483,-2635,Yes,No,0,0.4769
V24-220,-33.1,1.483,-2635,Yes,Yes,0,0.5277
V24-223,-34.2,-3.483,-3303,No,No,0,0.1845
V24-223,-34.2,-3.483,-3303,No,Yes,0,0.0694
V24-223,-34.2,-3.483,-3303,Yes,No,0,0.44439999999999996
V24-223,-34.2,-3.483,-3303,Yes,Yes,0,0.4465
V24-235,-33.25,-19.55,-3722,No,No,0,0.1522
V24-235,-33.25,-19.55,-3722,No,Yes,0,0.026600000000000002
V24-235,-33.25,-19.55,-3722,Yes,No,0,0.4421
V24-235,-33.25,-19.55,-3722,Yes,Yes,0,0.6181
V24-241,-31.6,-30.28,-3944,No,No,0,0.11689999999999999
V24-241,-31.6,-30.28,-3944,No,Yes,0,0.017
V24-241,-31.6,-30.28,-3944,Yes,No,0,0.33830000000000005
V24-241,-31.6,-30.28,-3944,Yes,Yes,0,0.8708999999999999
V26-55,-11.6,-15.57,-3457,No,No,0,0.045
V26-55,-11.6,-15.57,-3457,No,Yes,0,0
V26-55,-11.6,-15.57,-3457,Yes,No,0,0.15
V26-55,-11.6,-15.57,-3457,Yes,Yes,0,1.3250000000000002
V26-63,-23.97,-37.95,-3619,No,No,0,0.1073
V26-63,-23.97,-37.95,-3619,No,Yes,0,0
V26-63,-23.97,-37.95,-3619,Yes,No,0,0.24080000000000001
V26-63,-23.97,-37.95,-3619,Yes,Yes,0,1.2408000000000001
V26-68,-30.35,-15.8,-3660,No,No,0,0.1157
V26-68,-30.35,-15.8,-3660,No,Yes,0,0.0109
V26-68,-30.35,-15.8,-3660,Yes,No,0,0.48129999999999995
V26-68,-30.35,-15.8,-3660,Yes,Yes,0,0.7236
V27-181,0.067,-25.5,-3601,No,No,0,0.073
V27-181,0.067,-25.5,-3601,No,Yes,0,0
V27-181,0.067,-25.5,-3601,Yes,No,0,0.28
V27-181,0.067,-25.5,-3601,Yes,Yes,0,1.1079999999999999
V27-184,-11.15,-35.65,-3532,No,No,0,0.061
V27-184,-11.15,-35.65,-3532,No,Yes,0,0.003
V27-184,-11.15,-35.65,-3532,Yes,No,0,0.12300000000000001
V27-184,-11.15,-35.65,-3532,Yes,Yes,0,1.44
V27-192,-36.57,-16.87,-3087,No,No,0,0.1925
V27-192,-36.57,-16.87,-3087,No,Yes,0,0.1283
V27-192,-36.57,-16.87,-3087,Yes,No,0,0.4438
V27-192,-36.57,-16.87,-3087,Yes,Yes,0,0.3155
V27-215,-29.53,2.183,-2692,No,No,0,0.1264
V27-215,-29.53,2.183,-2692,No,Yes,0,0.011000000000000001
V27-215,-29.53,2.183,-2692,Yes,No,0,0.7060000000000001
V27-215,-29.53,2.183,-2692,Yes,Yes,0,0.4561
V27-233,2.267,5.733,-3319,No,No,0,0.20600000000000002
V27-233,2.267,5.733,-3319,No,Yes,0,0.008
V27-233,2.267,5.733,-3319,Yes,No,0,0.883
V27-233,2.267,5.733,-3319,Yes,Yes,0,0.20000000000000004
V29-134,-24.22,7.417,-3804,No,No,0,0.1902
V29-134,-24.22,7.417,-3804,No,Yes,0,0.0751
V29-134,-24.22,7.417,-3804,Yes,No,0,0.5093
V29-134,-24.22,7.417,-3804,Yes,Yes,0,0.2745
V29-135,-19.7,8.883,-2675,No,No,0,0.129
V29-135,-19.7,8.883,-2675,No,Yes,0,0.205
V29-135,-19.7,8.883,-2675,Yes,No,0,0.462
V29-135,-19.7,8.883,-2675,Yes,Yes,0,0.252
V30-49,18.433,-21.08,-3093,No,No,0,0.12100000000000001
V30-49,18.433,-21.08,-3093,No,Yes,0,0.049
V30-49,18.433,-21.08,-3093,Yes,No,0,0.44300000000000006
V30-49,18.433,-21.08,-3093,Yes,Yes,0,0.5720000000000001
