Sample,Sample_ID,Flag,Device,Latitude,Longitude,Water_depth,Ocean,Sample_depth_top,Author,Journal,Year,Resource_doi,Database,Type,Symbiosis,Spinose,Prop
SO136-147BX,MARGO_3366,0,Giant Box,-48.499833,149.1125,2177,81,0,"Schulz, H.",unpublished data,9999,doi:10.1594/PANGAEA.227323,64,0,Yes,Yes,0.016016016
SO136-161BX,MARGO_3367,0,Giant Box,-46.553,149.082666,3685,81,0,"Schulz, H.",unpublished data,9999,doi:10.1594/PANGAEA.227323,64,0,Yes,Yes,0.029058116
SO136-162GC,MARGO_3368,0,Gravity,-46.55333,149.0835,3682,81,0,"Schulz, H.",unpublished data,9999,doi:10.1594/PANGAEA.227323,64,0,Yes,Yes,0.033
SO136-163GC,MARGO_3369,0,Gravity,-45.948,147.5141666,3236,81,0,"Schulz, H.",unpublished data,9999,doi:10.1594/PANGAEA.227323,64,0,Yes,Yes,0.036963037
SO136-165BX,MARGO_3370,0,Giant Box,-45.304333,147.918333,4067,81,0,"Schulz, H.",unpublished data,9999,doi:10.1594/PANGAEA.227323,64,0,Yes,Yes,0.017
SO136-5MUC,MARGO_3371,0,Multi,-42.302,169.8705,958,81,0,"Schulz, H.",unpublished data,9999,doi:10.1594/PANGAEA.227323,64,0,Yes,Yes,0.091908092
SO136-60BX,MARGO_3372,0,Giant Box,-53.3336666,169.2508333,601,257,0,"Schulz, H.",unpublished data,9999,doi:10.1594/PANGAEA.227323,64,0,Yes,Yes,0.000999001
SO36-7SL,MARGO_3373,0,Gravity,-42.30866,144.6707166,1085,129,0,"Schulz, H.",unpublished data,9999,doi:10.1594/PANGAEA.227323,64,0,Yes,Yes,0.082
SO36-9SL,MARGO_3374,0,Gravity,-42.4331666,144.5667333,1711,129,0,"Schulz, H.",unpublished data,9999,doi:10.1594/PANGAEA.227323,64,0,Yes,Yes,0.094905095
SO36-19SL,MARGO_3375,0,Gravity,-42.2408166,144.4715,2100,129,0,"Schulz, H.",unpublished data,9999,doi:10.1594/PANGAEA.227323,64,0,Yes,Yes,0.127872128
SO49-8KL,MARGO_3376,0,Piston,19.18,114.2,1040,49,,Ye and Wang (Eds.),Contributions to late quaternary paleoceanography of the south China sea,1992,doi:10.1594/PANGAEA.227323,64,0,Yes,Yes,0.535136242
SOB-9P,MARGO_3377,0,,2.183,-157.033,4605,49,0,Mix et al.,Paleoceanography,1999,doi:10.1594/PANGAEA.227323,64,0,Yes,Yes,0.010416667
SP9003,MARGO_3378,0,,-3.8,-166.1,4911,81,0,Mix et al.,Paleoceanography,1999,doi:10.1594/PANGAEA.227323,64,0,Yes,Yes,0.132653062
SP10005,MARGO_3379,0,,-3.8,-166.1,5368,81,0,Mix et al.,Paleoceanography,1999,doi:10.1594/PANGAEA.227323,64,0,Yes,Yes,0.212121212
SST-4,MARGO_3380,0,Multi,26.97,128.95,1832,49,0,Ujiie and Ujiie,J Foramin Res,2000,doi:10.1594/PANGAEA.227323,64,1,Yes,Yes,0.594155844
STX-34,MARGO_3381,0,,-3.8,-166.1,5045,81,0,Mix et al.,Paleoceanography,1999,doi:10.1594/PANGAEA.227323,64,0,Yes,Yes,0.010309278
STX-144,MARGO_3382,0,,-0.42,-86.32,2697,81,0,Mix et al.,Paleoceanography,1999,doi:10.1594/PANGAEA.227323,64,1,Yes,Yes,0.037800686
STX-75,MARGO_3383,0,,46.467,-128.717,2707,49,,Coulbourn et al.,Mar Micropaleontol,1980,doi:10.1594/PANGAEA.227323,64,0,Yes,Yes,0
STX-77,MARGO_3384,0,,47.367,-127.9,2648,49,,Coulbourn et al.,Mar Micropaleontol,1980,doi:10.1594/PANGAEA.227323,64,0,Yes,Yes,0
STX-84,MARGO_3385,0,,47.367,-127.9,2648,49,,Coulbourn et al.,Mar Micropaleontol,1980,doi:10.1594/PANGAEA.227323,64,0,Yes,Yes,0
T29-17P,MARGO_3387,0,,48.3,-127.533,2561,49,,Coulbourn et al.,Mar Micropaleontol,1980,doi:10.1594/PANGAEA.227323,64,0,Yes,Yes,0
T29-19P,MARGO_3388,0,,48.7,-130.067,2751,49,,Coulbourn et al.,Mar Micropaleontol,1980,doi:10.1594/PANGAEA.227323,64,0,Yes,Yes,0
T29-20P,MARGO_3389,0,,48.7,-130.067,2751,49,,Coulbourn et al.,Mar Micropaleontol,1980,doi:10.1594/PANGAEA.227323,64,0,Yes,Yes,0
T29-22P,MARGO_3390,0,,48.217,-129.25,2396,49,,Coulbourn et al.,Mar Micropaleontol,1980,doi:10.1594/PANGAEA.227323,64,0,Yes,Yes,0
T29-4P,MARGO_3391,0,,48.233,-130.033,2793,49,,Coulbourn et al.,Mar Micropaleontol,1980,doi:10.1594/PANGAEA.227323,64,0,Yes,Yes,0
T29-5P,MARGO_3392,0,,48.433,-129.867,2765,49,,Coulbourn et al.,Mar Micropaleontol,1980,doi:10.1594/PANGAEA.227323,64,0,Yes,Yes,0.01010101
T39-15P,MARGO_3393,0,,47.583,-129.5,2566,49,,Coulbourn et al.,Mar Micropaleontol,1980,doi:10.1594/PANGAEA.227323,64,0,Yes,Yes,0
T39-17P,MARGO_3394,0,,47.633,-128.666,2625,49,,Coulbourn et al.,Mar Micropaleontol,1980,doi:10.1594/PANGAEA.227323,64,0,Yes,Yes,0.03
T39-18P,MARGO_3395,0,,46.517,-126.717,2625,49,,Coulbourn et al.,Mar Micropaleontol,1980,doi:10.1594/PANGAEA.227323,64,0,Yes,Yes,0.01010101
T39-22P,MARGO_3396,0,,46.867,-128.183,2696,49,,Coulbourn et al.,Mar Micropaleontol,1980,doi:10.1594/PANGAEA.227323,64,0,Yes,Yes,0.010204082
TET-38G,MARGO_3398,0,,8.233,-157.85,4675,49,0,Mix et al.,Paleoceanography,1999,doi:10.1594/PANGAEA.227323,64,0,Yes,Yes,0.010309278
TET-4,MARGO_3399,0,,7.883,-157.483,4989,49,0,Mix et al.,Paleoceanography,1999,doi:10.1594/PANGAEA.227323,64,0,Yes,Yes,0
TET-7G,MARGO_3400,0,,8.5,110.5,1454,49,0,Mix et al.,Paleoceanography,1999,doi:10.1594/PANGAEA.227323,64,1,Yes,Yes,0.202205882
TET-8G,MARGO_3401,0,,12.5,110.5,414,49,0,Mix et al.,Paleoceanography,1999,doi:10.1594/PANGAEA.227323,64,1,Yes,Yes,0.176470588
TRI-2,MARGO_3408,0,,7.5,109.5,850,49,0,Mix et al.,Paleoceanography,1999,doi:10.1594/PANGAEA.227323,64,1,Yes,Yes,0.151260506
TS-11,MARGO_3410,0,Piston,21.91666667,119.5,2290,49,,Chen and Kao,Proc Natl Sci Counc Republic China,1986,doi:10.1594/PANGAEA.227323,64,0,Yes,Yes,0.449846355
TS-9,MARGO_3411,0,Piston,22.25,119.5,1630,49,,Chen and Kao,Proc Natl Sci Counc Republic China,1986,doi:10.1594/PANGAEA.227323,64,0,Yes,Yes,0.496510055
V20253,MARGO_3413,0,,27.9,126.2,132,49,,Mix et al.,Paleoceanography,1999,doi:10.1594/PANGAEA.227323,64,1,Yes,Yes,0.573099415
V23107,MARGO_3414,0,,0.433,158.8,2367,49,,Mix et al.,Paleoceanography,1999,doi:10.1594/PANGAEA.227323,64,1,Yes,Yes,0.608179418
V24117,MARGO_3415,0,,1.883,142.383,3166,49,,Mix et al.,Paleoceanography,1999,doi:10.1594/PANGAEA.227323,64,1,Yes,Yes,0.411764706
V28239,MARGO_3416,0,,14.517,144.85,2547,49,,Mix et al.,Paleoceanography,1999,doi:10.1594/PANGAEA.227323,64,1,Yes,Yes,0.791461412
V28243,MARGO_3417,1,,15.983,148.433,2177,49,,Mix et al.,Paleoceanography,1999,doi:10.1594/PANGAEA.227323,64,1,Yes,Yes,0.995736907
V28246,MARGO_3418,1,,17.667,143.067,2532,49,,Mix et al.,Paleoceanography,1999,doi:10.1594/PANGAEA.227323,64,1,Yes,Yes,0.796559906
V28251,MARGO_3420,0,,25.5,135.75,3532,49,,Mix et al.,Paleoceanography,1999,doi:10.1594/PANGAEA.227323,64,1,Yes,Yes,0.332278481
V28252,MARGO_3421,0,,25.9,135.333,2343,49,,Mix et al.,Paleoceanography,1999,doi:10.1594/PANGAEA.227323,64,1,Yes,Yes,0.551770208
V28255,MARGO_3422,0,,27.95,132.567,3047,49,,Mix et al.,Paleoceanography,1999,doi:10.1594/PANGAEA.227323,64,1,Yes,Yes,0.405049397
V28259,MARGO_3423,0,,29.65,130.833,1717,49,,Mix et al.,Paleoceanography,1999,doi:10.1594/PANGAEA.227323,64,1,Yes,Yes,0.24866957
V28260,MARGO_3424,0,,27.117,140.15,3508,49,,Mix et al.,Paleoceanography,1999,doi:10.1594/PANGAEA.227323,64,1,Yes,Yes,0.249169436
V28261,MARGO_3425,0,,28.433,139.967,2308,49,,Mix et al.,Paleoceanography,1999,doi:10.1594/PANGAEA.227323,64,1,Yes,Yes,0.296969696
V28262,MARGO_3426,0,,30.833,139.867,2217,49,,Mix et al.,Paleoceanography,1999,doi:10.1594/PANGAEA.227323,64,1,Yes,Yes,0.203389832
V28292,MARGO_3427,0,,31.983,140.433,2047,49,,Mix et al.,Paleoceanography,1999,doi:10.1594/PANGAEA.227323,64,1,Yes,Yes,0.215189872
V28294,MARGO_3428,0,,29.317,128.9,852,49,,Mix et al.,Paleoceanography,1999,doi:10.1594/PANGAEA.227323,64,1,Yes,Yes,0.470802919
V28296,MARGO_3429,0,,28.533,134.133,2942,49,,Mix et al.,Paleoceanography,1999,doi:10.1594/PANGAEA.227323,64,1,Yes,Yes,0.323179791
V28297,MARGO_3430,0,,27.467,126.117,368,49,,Mix et al.,Paleoceanography,1999,doi:10.1594/PANGAEA.227323,64,1,Yes,Yes,0.351466415
V28301,MARGO_3431,0,,24.667,127.967,2166,49,,Mix et al.,Paleoceanography,1999,doi:10.1594/PANGAEA.227323,64,1,Yes,Yes,0.681612506
V28304,MARGO_3432,0,,25.517,122.883,1140,49,,Mix et al.,Paleoceanography,1999,doi:10.1594/PANGAEA.227323,64,1,Yes,Yes,0.274111674
V30065,MARGO_3433,0,,35.317,177.9,3780,49,,Mix et al.,Paleoceanography,1999,doi:10.1594/PANGAEA.227323,64,1,Yes,Yes,0.038688879
V30067,MARGO_3434,0,,35.483,177.567,3927,49,,Mix et al.,Paleoceanography,1999,doi:10.1594/PANGAEA.227323,64,1,Yes,Yes,0.029761905
V30068,MARGO_3435,0,,35.283,171.9,1193,49,,Mix et al.,Paleoceanography,1999,doi:10.1594/PANGAEA.227323,64,1,Yes,Yes,0.053455019
V32126,MARGO_3436,0,,31.567,151.1,2032,49,,Mix et al.,Paleoceanography,1999,doi:10.1594/PANGAEA.227323,64,1,Yes,Yes,0.046666666
V19-119,MARGO_3462,0,Piston,14.25,119.3833333,2573,49,,Shieh and Chen,Bull Cent Geol Survey,1984,doi:10.1594/PANGAEA.227323,64,0,Yes,Yes,0.351888669
V19-134,MARGO_3463,0,Piston,8.45,110,1031,49,,Shieh and Chen,Bull Cent Geol Survey,1984,doi:10.1594/PANGAEA.227323,64,0,Yes,Yes,0.577889447
V19-137,MARGO_3464,0,Piston,5.4,107.1833333,68,49,,Shieh and Chen,Bull Cent Geol Survey,1984,doi:10.1594/PANGAEA.227323,64,0,Yes,Yes,0.779899498
V19-138,MARGO_3465,0,Piston,4.933333333,106.9166667,77,49,,Shieh and Chen,Bull Cent Geol Survey,1984,doi:10.1594/PANGAEA.227323,64,0,Yes,Yes,0.843687374
V19-139,MARGO_3466,0,Piston,3.966666667,106.0333333,81,49,,Shieh and Chen,Bull Cent Geol Survey,1984,doi:10.1594/PANGAEA.227323,64,0,Yes,Yes,0.814
V19-202T,MARGO_3467,0,,29.85,137.967,3919,49,,Coulbourn et al.,Mar Micropaleontol,1980,doi:10.1594/PANGAEA.227323,64,0,Yes,Yes,0.098039216
V19-209,MARGO_3468,0,,27.567,132.883,3782,49,,Coulbourn et al.,Mar Micropaleontol,1980,doi:10.1594/PANGAEA.227323,64,0,Yes,Yes,0.1
V20-174,MARGO_3475,0,,7.133,-103.25,3120,49,0,Mix et al.,Paleoceanography,1999,doi:10.1594/PANGAEA.227323,64,0,Yes,Yes,0.020618556
V20-175,MARGO_3476,0,,5.483,-108.583,3844,49,0,Mix et al.,Paleoceanography,1999,doi:10.1594/PANGAEA.227323,64,0,Yes,Yes,0.02020202
V20-177,MARGO_3477,0,,34.033,138.367,3550,49,,Coulbourn et al.,Mar Micropaleontol,1980,doi:10.1594/PANGAEA.227323,64,0,Yes,Yes,0.18556701
V20-23,MARGO_3478,0,,27.9,140.05,3702,49,,Coulbourn et al.,Mar Micropaleontol,1980,doi:10.1594/PANGAEA.227323,64,0,Yes,Yes,0.15841584
V20-26,MARGO_3479,0,,27.85,141.367,4116,49,,Coulbourn et al.,Mar Micropaleontol,1980,doi:10.1594/PANGAEA.227323,64,0,Yes,Yes,0.111111111
V24-134,MARGO_3503,0,Piston,8.833333333,119.2333333,2019,49,,Shieh and Chen,Bull Cent Geol Survey,1984,doi:10.1594/PANGAEA.227323,64,0,Yes,Yes,0.549
V32-172,MARGO_3561,0,Piston,2.3,168,4287,49,,Chen and Prell,Palaeogeogr Palaeoclimatol Palaeoecol,1998,doi:10.1594/PANGAEA.227323,64,0,Yes,Yes,0.079107
V34-90TW,MARGO_3571,0,,12.58,-88.62,282,49,,Mix et al.,Paleoceanography,1999,doi:10.1594/PANGAEA.227323,64,1,Yes,Yes,0.104761905
V34-92TW,MARGO_3572,0,,4.25,-85.1,3226,49,,Mix et al.,Paleoceanography,1999,doi:10.1594/PANGAEA.227323,64,1,Yes,Yes,0.427860696
V36-3,MARGO_3573,0,Piston,19.02,116.1,2809,49,,Ye and Wang (Eds.),Contributions to late quaternary paleoceanography of the south China sea,1992,doi:10.1594/PANGAEA.227323,64,0,Yes,Yes,0.347560975
V36-5,MARGO_3574,0,Piston,19.43,115.92,2332,49,,Ye and Wang (Eds.),Contributions to late quaternary paleoceanography of the south China sea,1992,doi:10.1594/PANGAEA.227323,64,0,Yes,Yes,0.392857143
VM15-23,MARGO_3575,0,,-2.85,-126.2,4614,81,,Mix et al.,Paleoceanography,1999,doi:10.1594/PANGAEA.227323,64,1,Yes,Yes,0.038391226
VM15-29,MARGO_3576,0,,3.17,-118.47,4191,49,,Mix et al.,Paleoceanography,1999,doi:10.1594/PANGAEA.227323,64,1,Yes,Yes,0.13576159
VM15-30,MARGO_3577,0,,5.7,-85.27,1838,49,,Mix et al.,Paleoceanography,1999,doi:10.1594/PANGAEA.227323,64,1,Yes,Yes,0.044217688
VM18-312,MARGO_3578,0,,6.1,-82.08,3016,49,,Mix et al.,Paleoceanography,1999,doi:10.1594/PANGAEA.227323,64,1,Yes,Yes,0.195488723
VM18-318,MARGO_3579,0,,2.47,-81.7,2404,49,,Mix et al.,Paleoceanography,1999,doi:10.1594/PANGAEA.227323,64,1,Yes,Yes,0.102339181
VM18-350,MARGO_3580,0,,-3.33,-82.07,1373,81,,Mix et al.,Paleoceanography,1999,doi:10.1594/PANGAEA.227323,64,1,Yes,Yes,0.059113299
VM19-25,MARGO_3581,0,,6.95,-84.28,1736,49,,Mix et al.,Paleoceanography,1999,doi:10.1594/PANGAEA.227323,64,1,Yes,Yes,0.323741006
VM19-29,MARGO_3583,0,,1.08,-87.28,2714,49,,Mix et al.,Paleoceanography,1999,doi:10.1594/PANGAEA.227323,64,1,Yes,Yes,0.211538461
VM20-15,MARGO_3584,0,,0.95,-89.35,714,49,,Mix et al.,Paleoceanography,1999,doi:10.1594/PANGAEA.227323,64,1,Yes,Yes,0.159716059
VM21-26,MARGO_3585,0,,-1.83,-90.47,3334,81,,Mix et al.,Paleoceanography,1999,doi:10.1594/PANGAEA.227323,64,1,Yes,Yes,0.034391536
VM21-28,MARGO_3586,0,,-5.37,-93.37,3181,81,,Mix et al.,Paleoceanography,1999,doi:10.1594/PANGAEA.227323,64,1,Yes,Yes,0.214417746
VM21-29,MARGO_3587,0,,-6.32,-104.73,3541,81,,Mix et al.,Paleoceanography,1999,doi:10.1594/PANGAEA.227323,64,1,Yes,Yes,0.119140625
VM21-34,MARGO_3588,0,,2.73,-90.32,2141,49,,Mix et al.,Paleoceanography,1999,doi:10.1594/PANGAEA.227323,64,1,Yes,Yes,0.28095238
VM21-39,MARGO_3589,0,,2.83,-85.13,3338,49,,Mix et al.,Paleoceanography,1999,doi:10.1594/PANGAEA.227323,64,1,Yes,Yes,0.293367347
VM21-41,MARGO_3590,0,,3.83,-80.63,2246,49,,Mix et al.,Paleoceanography,1999,doi:10.1594/PANGAEA.227323,64,1,Yes,Yes,0.269421487
VM21-212,MARGO_3591,0,,6.9,-85.43,2434,49,,Mix et al.,Paleoceanography,1999,doi:10.1594/PANGAEA.227323,64,1,Yes,Yes,0.232662192
VM21-214,MARGO_3592,0,,5.3,-87.3,1919,49,,Mix et al.,Paleoceanography,1999,doi:10.1594/PANGAEA.227323,64,1,Yes,Yes,0.249180328
VM24-48,MARGO_3593,0,,3.68,-88.45,1968,49,,Mix et al.,Paleoceanography,1999,doi:10.1594/PANGAEA.227323,64,1,Yes,Yes,0.393333332
VM28-134,MARGO_3594,0,,3.03,-86.27,1823,49,,Mix et al.,Paleoceanography,1999,doi:10.1594/PANGAEA.227323,64,1,Yes,Yes,0.290113451
VM28-146,MARGO_3595,0,,7.3,-100.18,3347,49,,Mix et al.,Paleoceanography,1999,doi:10.1594/PANGAEA.227323,64,1,Yes,Yes,0.087336244
VM28-147,MARGO_3596,0,,9.5,-102.67,3272,49,,Mix et al.,Paleoceanography,1999,doi:10.1594/PANGAEA.227323,64,1,Yes,Yes,0.113573407
VM28-148,MARGO_3597,0,,13.5,-119.7,545,49,,Mix et al.,Paleoceanography,1999,doi:10.1594/PANGAEA.227323,64,1,Yes,Yes,0.63499246
VM28-152,MARGO_3598,0,,2.53,-136.2,4276,49,,Mix et al.,Paleoceanography,1999,doi:10.1594/PANGAEA.227323,64,1,Yes,Yes,0.018018018
VM28-153,MARGO_3599,0,,0.04,-110.48,3800,49,0,Mix et al.,Paleoceanography,1999,doi:10.1594/PANGAEA.227323,64,1,Yes,Yes,0.079310346
VM28-168,MARGO_3600,0,,6.133,-152.633,4787,49,0,Mix et al.,Paleoceanography,1999,doi:10.1594/PANGAEA.227323,64,0,Yes,Yes,0.020408163
VM32-102,MARGO_3601,0,,6.133,-152.633,4767,49,0,Mix et al.,Paleoceanography,1999,doi:10.1594/PANGAEA.227323,64,0,Yes,Yes,0
VNT1-8PC,MARGO_3602,0,,6.133,-152.633,4739,49,0,Mix et al.,Paleoceanography,1999,doi:10.1594/PANGAEA.227323,64,0,Yes,Yes,0.03
VNTR1R1GC,MARGO_3603,0,,2.755,-110.577,3764,49,,Mix et al.,Paleoceanography,1999,doi:10.1594/PANGAEA.227323,64,1,Yes,Yes,0.191897655
VNTR1R1PC,MARGO_3604,0,,1.022,-110.573,3775,49,,Mix et al.,Paleoceanography,1999,doi:10.1594/PANGAEA.227323,64,1,Yes,Yes,0.097315436
VNTR1-12GC,MARGO_3605,1,Gravity,-3.01,-95.07,3535,81,,Mix et al.,Paleoceanography,1999,doi:10.1594/PANGAEA.227323,96,1,Yes,Yes,0.058020477
VNTR1-13GC,MARGO_3606,1,Gravity,-3.092,-90.823,3304,81,,Mix et al.,Paleoceanography,1999,doi:10.1594/PANGAEA.227323,96,1,Yes,Yes,0.038674034
VNTR1-15GC,MARGO_3607,0,,1.485,-89.862,1955,49,,Mix et al.,Paleoceanography,1999,doi:10.1594/PANGAEA.227323,64,1,Yes,Yes,0.162790698
VNTR1-16PC,MARGO_3608,0,,2.605,-89.727,1546,49,,Mix et al.,Paleoceanography,1999,doi:10.1594/PANGAEA.227323,64,1,Yes,Yes,0.262345679
VNTR1-9GC,MARGO_3609,1,Gravity,-3.002,-110.498,3860,81,,Mix et al.,Paleoceanography,1999,doi:10.1594/PANGAEA.227323,96,1,Yes,Yes,0.156133828
WAH-6-2,MARGO_3610,0,,3.633,-153.033,4992,49,0,Mix et al.,Paleoceanography,1999,doi:10.1594/PANGAEA.227323,64,0,Yes,Yes,0
WAH-6-3,MARGO_3611,0,,0.017,-147.983,4308,49,0,Mix et al.,Paleoceanography,1999,doi:10.1594/PANGAEA.227323,64,0,Yes,Yes,0.02020202
WAH-7,MARGO_3612,0,,0.017,-147.983,4314,49,0,Mix et al.,Paleoceanography,1999,doi:10.1594/PANGAEA.227323,64,0,Yes,Yes,0.010309278
WAH-8-1,MARGO_3613,0,,0.017,-147.983,4322,49,0,Mix et al.,Paleoceanography,1999,doi:10.1594/PANGAEA.227323,64,0,Yes,Yes,0.020833333
WAH-8-2,MARGO_3614,0,,0.1,-86.48,2740,49,,Mix et al.,Paleoceanography,1999,doi:10.1594/PANGAEA.227323,64,1,Yes,Yes,0.109947644
WAH-8-3,MARGO_3615,0,,2.98,-86.55,2870,49,0,Mix et al.,Paleoceanography,1999,doi:10.1594/PANGAEA.227323,64,1,Yes,Yes,0.396153845
WAH-8-5,MARGO_3616,0,,-1.98,-91.67,3245,81,0,Mix et al.,Paleoceanography,1999,doi:10.1594/PANGAEA.227323,64,1,Yes,Yes,0.168246445
Y69-110,MARGO_3617,0,,0.12,-81.056,3083,49,,Mix et al.,Paleoceanography,1999,doi:10.1594/PANGAEA.227323,64,1,Yes,Yes,0.119230769
Y69-71P,MARGO_3618,0,,-13.68,-105,3760,81,0,Mix et al.,Paleoceanography,1999,doi:10.1594/PANGAEA.227323,96,1,Yes,Yes,0.217687076
Y69-75-2,MARGO_3619,0,,3.475,-89.693,2198,49,,Mix et al.,Paleoceanography,1999,doi:10.1594/PANGAEA.227323,64,1,Yes,Yes,0.33126935
Y69106P,MARGO_3620,1,Piston,-6.38,-106.94,3175,81,,Mix et al.,Paleoceanography,1999,doi:10.1594/PANGAEA.227323,96,1,Yes,Yes,0.26223776
Y6986P,MARGO_3621,0,,-3.78,-94.15,3715,81,0,Mix et al.,Paleoceanography,1999,doi:10.1594/PANGAEA.227323,96,1,Yes,Yes,0.05
Y71-3-22,MARGO_3622,0,,-1.138,-85.418,2338,81,,Mix et al.,Paleoceanography,1999,doi:10.1594/PANGAEA.227323,96,1,Yes,Yes,0.0920398
Y71-3-24,MARGO_3623,0,,-1.065,-85.112,2099,81,,Mix et al.,Paleoceanography,1999,doi:10.1594/PANGAEA.227323,96,1,Yes,Yes,0.098360656
Y71-3-6,MARGO_3625,0,,6.39,-85.362,1945,49,,Mix et al.,Paleoceanography,1999,doi:10.1594/PANGAEA.227323,64,1,Yes,Yes,0.120634921
Y71-6-12P,MARGO_3626,0,,-16.443,-77.563,2734,81,,Mix et al.,Paleoceanography,1999,doi:10.1594/PANGAEA.227323,64,1,Yes,Yes,0.143564356
Y719101P,MARGO_3627,1,Piston,-31.15,-113.35,3064,81,0,Mix et al.,Paleoceanography,1999,doi:10.1594/PANGAEA.227323,96,1,Yes,Yes,0.178997615
1 KI 2,MARGO_3629,0,,37.98,4.1,1870,1025,,"Kallel, N.",unpublished data,9999,doi:10.1594/PANGAEA.227305,128,0,Yes,Yes,0.268207284
1 KI 4,MARGO_3630,0,,37.05,7.35,2500,1025,,"Kallel, N.",unpublished data,9999,doi:10.1594/PANGAEA.227305,128,0,Yes,Yes,0.27613807
1 KI 8,MARGO_3631,0,,35.75,18.45,3733,1025,,"Kallel, N.",unpublished data,9999,doi:10.1594/PANGAEA.227305,128,0,Yes,Yes,0.976395278
1 KI 11,MARGO_3632,0,,33.76,32.71,946,1025,,"Kallel, N.",unpublished data,9999,doi:10.1594/PANGAEA.227305,128,0,Yes,Yes,0.745074506
80KB11,MARGO_3633,0,Piston,36.5,24.3,795,1025,,Kallel et al.,Oceanol Acta,1997,doi:10.1594/PANGAEA.227305,128,1,Yes,Yes,0.632047477
ATL4647,MARGO_3634,0,Trigger,37.15,23.63,366,1025,0,Thunell et al.,Mar Micropaleontol,1978,doi:10.1594/PANGAEA.227305,128,0,Yes,Yes,0.667010309
ATL4648,MARGO_3635,0,Trigger,38.93,24.3,338,1025,0,Thunell et al.,Mar Micropaleontol,1978,doi:10.1594/PANGAEA.227305,128,0,Yes,Yes,0.654958678
ATL4656,MARGO_3639,0,Trigger,37.98,25.52,680,1025,0,Thunell et al.,Mar Micropaleontol,1978,doi:10.1594/PANGAEA.227305,128,0,Yes,Yes,0.649484536
ATL4657B,MARGO_3640,0,Trigger,39.07,25.93,256,1025,0,Thunell et al.,Mar Micropaleontol,1978,doi:10.1594/PANGAEA.227305,128,0,Yes,Yes,0.654205608
ATL4659,MARGO_3641,0,Trigger,40.3,25.75,850,1025,0,Thunell et al.,Mar Micropaleontol,1978,doi:10.1594/PANGAEA.227305,128,0,Yes,Yes,0.750000001
ATL4660,MARGO_3642,0,Trigger,40.4,26.03,665,1025,0,Thunell et al.,Mar Micropaleontol,1978,doi:10.1594/PANGAEA.227305,128,0,Yes,Yes,0.757575757
ATL4665,MARGO_3643,0,Trigger,40.25,25.3,1587,1025,0,Thunell et al.,Mar Micropaleontol,1978,doi:10.1594/PANGAEA.227305,128,0,Yes,Yes,0.473790322
ATL4670,MARGO_3644,0,Trigger,35.82,23.45,996,1025,0,Thunell et al.,Mar Micropaleontol,1978,doi:10.1594/PANGAEA.227305,128,0,Yes,Yes,0.644602852
ATL4673,MARGO_3645,0,Trigger,35.92,25.27,1844,1025,0,Thunell et al.,Mar Micropaleontol,1978,doi:10.1594/PANGAEA.227305,128,0,Yes,Yes,0.721377912
ATL4687,MARGO_3647,0,Trigger,31.82,33.48,631,1025,0,Thunell et al.,Mar Micropaleontol,1978,doi:10.1594/PANGAEA.227305,128,0,Yes,Yes,0.847179487
ATL4693,MARGO_3648,0,Trigger,35.13,34.93,1073,1025,0,Thunell et al.,Mar Micropaleontol,1978,doi:10.1594/PANGAEA.227305,128,0,Yes,Yes,0.790862944
ATL4694,MARGO_3649,0,Trigger,36.03,35.05,567,1025,0,Thunell et al.,Mar Micropaleontol,1978,doi:10.1594/PANGAEA.227305,128,0,Yes,Yes,0.747959182
ATLB520,MARGO_3650,0,Trigger,39.32,26,210,1025,0,Thunell et al.,Mar Micropaleontol,1978,doi:10.1594/PANGAEA.227305,128,0,Yes,Yes,0.665330661
BS79-22,MARGO_3652,0,Gravity,38.231,14.23,1449,1025,,Sbaffi et al.,Mar Geol,2001,doi:10.1594/PANGAEA.227305,128,1,Yes,Yes,0.446875
BS79-33,MARGO_3653,1,Gravity,38.157,14.018,1282,1025,,"Sbaffi, L.",unpublished data,9999,doi:10.1594/PANGAEA.227305,128,1,Yes,Yes,0.387218043
BS79-37,MARGO_3654,0,Gravity,38.215,13.269,1458,1025,,"Sbaffi, L.",unpublished data,9999,doi:10.1594/PANGAEA.227305,128,1,Yes,Yes,0.4
BS79-38,MARGO_3655,0,Gravity,38.247,13.346,1489,1025,,"Sbaffi, L.",unpublished data,9999,doi:10.1594/PANGAEA.227305,128,1,Yes,Yes,0.287272727
CO83 BOX12,MARGO_3656,0,,42.38,3.88,1200,1025,,LSCE Gif-sur-Yvette,unpublished data,9999,doi:10.1594/PANGAEA.227305,128,1,Yes,Yes,0.074135089
CO83 BOX9,MARGO_3657,0,,42.23,4.16,1740,1025,,LSCE Gif-sur-Yvette,unpublished data,9999,doi:10.1594/PANGAEA.227305,128,1,Yes,Yes,0.031847134
CS72-37,MARGO_3658,0,Piston,36.68,12.28,1304,1025,,Kallel et al.,Oceanol Acta,1997,doi:10.1594/PANGAEA.227305,128,1,Yes,Yes,0.318652849
CYAN2P3PR2,MARGO_3659,0,,42.85,4.83,1040,1025,,LSCE Gif-sur-Yvette,unpublished data,9999,doi:10.1594/PANGAEA.227305,128,1,Yes,Yes,0.046153846
