_id,Core,Coring_device,Latitude,Longitude,Water_Depth,Ocean,Sample_depth_upper,Sample_depth_lower,chronozone_level,sedimentation_rate,Publication,added_by,date_of_addition,Orbulina universa,Globigerinoides conglobatus,Globigerinoides ruber,Globoturborotalita tenella,Globigerinoides sacculifer,Sphaeroidinella dehiscens,Globigerinella adamsi,Globigerinella siphonifera,Globigerinella calida,Globigerina bulloides,Globigerina falconensis,Beella digitata,Globoturborotalita rubescens,Turborotalita humilis,Turborotalita quinqueloba,Neogloboquadrina pachyderma,Neogloboquadrina incompta,Neogloboquadrina dutertrei,Globoquadrina conglomerata,Globorotaloides hexagonus,Pulleniatina obliquiloculata,Globoconella inflata,Truncorotalia truncatulinoides,Truncorotalia crassaformis,Truncorotalia crassula,Hirsutella hirsuta,Hirsutella scitula,Menardella menardii,Globorotalia tumida,Globorotalia flexuosa,Hirsutella theyeri,Micro,Other_ID,Other_UnID,Total_Planktics,percent_or_Raw,no_decimals,Total,Current_sum,BFD,Ocean2,sp_rich,rarefy_sr,simpson,simpsonEve,FRic,MorphoAgeAbun,LinAgeAbun
1916,V20-171,TW,-21.98333333,68.48333333,2833,IS,1,NA,5,NA,"Prell_et_al.,_1999_(""Brown_Database"")",TTB,31.12.1998,2,10,93,0,34,0,0,11,6,1,1,2,0,0,0,0,0,8,1,0,5,5,23,1,4,1,0,16,3,0,0,8,0,0,238,R,N,Y,NA,Y,Indian,19,NA,0.786547381086379,0.246572654930353,1.23110889070623,10.8936563876652,14.0022026431718
1917,V20-175,TW,-22.3,68,3526,IS,1,NA,5,NA,"Prell_et_al.,_1999_(""Brown_Database"")",TTB,31.12.1998,3,5,184,5,31,0,0,20,11,1,2,8,2,0,0,0,0,0,0,0,5,3,21,0,0,0,3,2,1,0,0,32,0,0,340,R,N,Y,NA,Y,Indian,17,16.756708369977,0.618468100457299,0.154177224715076,1.23074642439184,12.2451791530945,15.0872964169381
1918,V20-176,TW,-22.7,66.3,3946,IS,0,NA,5,NA,"Prell_et_al.,_1999_(""Brown_Database"")",TTB,31.12.1998,0,13,187,0,30,2,0,14,10,2,1,4,0,0,1,0,0,4,0,0,1,31,16,1,1,2,0,7,5,0,0,12,0,0,350,R,N,Y,NA,Y,Indian,19,18.0527053832637,0.658205109595007,0.153985856503019,1.24540821247726,11.5889156626506,13.9926204819277
1919,V20-177,TW,-23.05,64.9,4513,IS,1,NA,5,NA,"Prell_et_al.,_1999_(""Brown_Database"")",TTB,31.12.1998,9,7,126,2,18,0,0,15,7,6,6,8,1,0,0,0,0,5,0,0,0,16,11,0,0,1,1,3,0,0,0,31,0,0,277,R,N,Y,NA,Y,Indian,17,17,0.707021378321153,0.200777548459645,1.22077703391492,12.0023966942149,15.1694214876033
1920,V20-187,TW,-28.01666667,47.41666667,2620,IS,0,NA,5,NA,"Prell_et_al.,_1999_(""Brown_Database"")",TTB,31.12.1998,1,4,111,14,22,1,1,15,13,19,9,4,15,0,0,0,2,2,2,0,5,9,2,2,0,0,3,1,0,0,0,56,0,0,325,R,N,Y,NA,Y,Indian,22,22,0.784508470983664,0.210934256497384,1.27057344805031,11.4134630350195,16.5556420233463
1921,V20-190,TW,-25.11666667,40.9,4016,IS,0,NA,5,NA,"Prell_et_al.,_1999_(""Brown_Database"")",TTB,31.12.1998,1,13,76,0,38,1,0,14,8,11,5,4,0,0,7,0,3,36,0,0,19,57,1,1,0,0,0,25,6,0,0,6,0,0,333,R,N,Y,NA,Y,Indian,19,18.3699602281849,0.873536828634875,0.416181077694236,1.2812942147723,9.89907975460123,13.9188650306748
1922,V20-200,TW,-34.6,28.1,4023,IS,0,NA,5,NA,"Prell_et_al.,_1999_(""Brown_Database"")",TTB,31.12.1998,1,8,60,0,8,0,0,8,1,13,2,2,0,0,4,0,5,28,1,0,26,323,1,2,1,2,2,6,6,0,0,3,0,0,516,R,N,Y,NA,Y,Indian,22,18.5479164627423,0.577516339869281,0.107588883888389,1.26735735931565,5.70756862745098,8.61823529411765
1923,V20-201,TW,-36.31666667,25.28333333,3847,IS,0,NA,5,NA,"Prell_et_al.,_1999_(""Brown_Database"")",TTB,31.12.1998,0,0,22,0,6,0,0,4,5,29,23,0,0,0,3,7,152,9,0,0,0,102,3,0,0,4,2,0,0,0,0,30,0,0,404,R,N,Y,NA,Y,Indian,14,13.8897494692612,0.74130527967684,0.276111438762041,0.935467729135313,9.24420485175202,12.5030997304582
1924,V20-213,PC,-28.33333333,-13.15,2175,AS,0,NA,5,NA,"Prell_et_al.,_1999_(""Brown_Database"")",TTB,31.12.1998,12,5,237,23,20,0,0,17,19,32,107,11,10,0,0,0,67,7,0,0,1,122,79,0,0,14,27,3,3,0,0,62,0,0,891,R,N,Y,NA,Y,Atlantic,20,18.5344910460326,0.853995458477509,0.342455100907239,1.26735735931565,10.5622916666667,14.1851715686275
1925,V20-227,TW,-4.233333333,-34.6333333,3812,AS,0,NA,5,NA,"Prell_et_al.,_1999_(""Brown_Database"")",TTB,31.12.1998,4,2,148,0,77,0,0,23,2,0,0,0,0,0,0,0,1,3,0,0,9,0,1,1,0,1,1,34,5,0,0,24,0,0,338,R,N,Y,NA,Y,Atlantic,15,14.3778577411494,0.695286817882972,0.218784977412177,1.05487711158221,12.8212820512821,17.2887820512821
1926,V20-230,TW,-1.95,-39.0333333,3294,AS,0,NA,5,NA,"Prell_et_al.,_1999_(""Brown_Database"")",TTB,31.12.1998,3,0,162,1,59,0,0,13,4,0,3,0,5,0,0,0,0,6,0,0,4,0,0,0,0,0,2,22,1,0,0,38,0,0,328,R,N,Y,NA,Y,Atlantic,13,12.9286481836167,0.624561403508772,0.204888569374551,1.01666417345978,13.1949824561403,16.9557894736842
1927,V21-030,TW,-1.216666667,-89.6833333,617,PS,0,NA,5,NA,"Prell_et_al.,_1999_(""Brown_Database"")",TTB,31.12.1998,1,0,34,1,7,0,0,4,4,47,9,0,1,0,0,1,48,150,0,1,0,0,0,0,0,0,4,8,0,0,0,20,0,0,347,R,N,Y,NA,Y,Pacific,15,14.295831689717,0.7225,0.24024024024024,1.16156912094084,10.18853125,13.814375
1928,V21-041c,TW,-4.716666667,-109.4166667,3435,PS,0,NA,5,NA,"Prell_et_al.,_1999_(""Brown_Database"")",TTB,31.12.1998,4,2,9,0,63,0,0,21,4,3,1,0,0,0,0,1,25,258,7,10,10,0,0,0,0,0,0,59,11,0,0,15,0,0,503,R,N,Y,NA,Y,Pacific,16,14.7792016309393,0.682637395861328,0.196935616184604,1.14071242540813,8.89383196721312,13.1165983606557
1929,V21-042b,TW,-4.333333333,-112.3666667,4142,PS,0,NA,5,NA,"Prell_et_al.,_1999_(""Brown_Database"")",TTB,31.12.1998,0,0,1,0,15,0,0,5,1,0,0,0,0,0,0,0,1,310,5,0,16,0,0,0,0,0,0,52,31,0,0,0,0,0,437,R,N,Y,NA,Y,Pacific,10,8.87440952994279,0.474789101896119,0.190399704882402,0.763278970657708,7.60965675057208,9.59016018306636
1930,V21-051b,TW,-12.03333333,-133.25,3718,PS,0,NA,5,NA,"Prell_et_al.,_1999_(""Brown_Database"")",TTB,31.12.1998,1,11,63,0,158,3,0,57,7,1,0,1,0,0,0,0,0,4,45,3,15,0,0,0,2,0,0,1,20,0,0,20,0,0,415,R,N,Y,NA,Y,Pacific,16,14.6575145352149,0.771943981674302,0.274055473119507,1.18327744668253,10.3088265306122,21.1686224489796
1931,V21-053b,TW,-17.65,-136.7166667,3391,PS,0,NA,5,NA,"Prell_et_al.,_1999_(""Brown_Database"")",TTB,31.12.1998,7,49,149,0,121,4,0,61,6,1,0,3,0,0,0,0,0,0,5,0,1,0,0,2,0,0,0,1,6,0,0,14,0,0,434,R,N,Y,NA,Y,Pacific,14,12.8100599954751,0.750704974112426,0.2865222487864,1.08631924275934,11.9419711538462,18.4653846153846
1932,V22-036,TW,-6.116666667,-30.5833333,5191,AS,0,NA,5,NA,"Prell_et_al.,_1999_(""Brown_Database"")",TTB,31.12.1998,0,0,132,11,26,0,0,0,5,5,5,1,28,0,1,1,7,14,0,1,10,1,11,0,0,0,2,10,4,0,0,84,0,0,364,R,N,Y,NA,Y,Atlantic,19,19,0.739887603305785,0.202341678506163,1.2795399341378,11.1836363636364,14.6096363636364
1933,V22-038,TW,-9.55,-34.25,3797,AS,0,NA,5,NA,"Prell_et_al.,_1999_(""Brown_Database"")",TTB,31.12.1998,4,11,265,5,68,1,0,28,22,1,6,3,7,0,0,0,0,3,0,0,3,0,2,1,0,0,0,19,7,0,0,66,0,0,528,R,N,Y,NA,Y,Atlantic,18,16.4259538243485,0.630617112957833,0.150400999895844,1.21526076700421,12.7997587719298,16.2293859649123
1934,V22-071,TW,-29.41666667,-33.4166667,3314,AS,0,NA,5,NA,"Prell_et_al.,_1999_(""Brown_Database"")",TTB,31.12.1998,6,10,140,15,17,0,0,20,13,12,14,1,2,0,0,0,5,3,0,0,0,22,33,0,0,12,13,0,1,0,0,27,0,0,367,R,N,Y,NA,Y,Atlantic,18,17.5805084834354,0.799122875714621,0.27656486896253,1.14789871834554,10.8690265486726,14.3628318584071
1935,V22-092,TW,-50.1,-42.9333333,1686,AS,3.5,NA,5,NA,"Prell_et_al.,_1999_(""Brown_Database"")",TTB,31.12.1998,0,0,0,0,0,0,0,0,0,42,1,0,0,0,10,253,3,2,0,0,0,31,5,0,0,0,0,0,0,0,0,7,0,0,355,R,N,Y,NA,Y,Atlantic,8,7.74094656690085,0.444617927231353,0.225070282475738,0.857819828476679,10.8400576368876,13.3610951008646
1936,V22-093,TW,-50.78333333,-43.1666667,1320,AS,1.5,NA,5,NA,"Prell_et_al.,_1999_(""Brown_Database"")",TTB,31.12.1998,0,0,0,0,0,0,0,0,0,70,3,0,0,0,30,167,12,8,0,0,0,22,10,0,0,0,0,0,0,0,0,6,0,0,331,R,N,Y,NA,Y,Atlantic,8,7.99705845651765,0.667354654527217,0.375775587126703,0.857819828476679,12.1521739130435,17.2732919254658
1937,V22-094,TW,-51.51666667,-43.5,2164,AS,1.5,NA,5,NA,"Prell_et_al.,_1999_(""Brown_Database"")",TTB,31.12.1998,0,0,0,0,0,0,0,0,0,40,1,0,0,0,8,226,5,2,0,0,0,27,3,0,0,0,0,0,0,0,0,5,0,0,318,R,N,Y,NA,Y,Atlantic,8,7.86611466445023,0.450320512820513,0.227405247813411,0.857819828476679,10.8849358974359,13.449358974359
1938,V22-106,PC,-46.13333333,-10.9,3037,AS,2.5,NA,5,NA,"Prell_et_al.,_1999_(""Brown_Database"")",TTB,31.12.1998,0,0,0,0,0,0,0,0,0,78,7,0,0,0,33,375,16,4,0,0,0,52,5,0,0,0,0,0,0,0,0,21,0,0,600,R,N,Y,NA,Y,Atlantic,8,7.88280857467406,0.53570944906125,0.26922796457361,0.857819828476679,11.4212280701754,14.8260526315789
1939,V22-107,TW,-44.46666667,-6.6333333,3898,AS,2.5,NA,5,NA,"Prell_et_al.,_1999_(""Brown_Database"")",TTB,31.12.1998,1,0,0,0,0,0,0,0,0,202,9,0,0,0,7,49,6,0,0,0,0,73,27,0,0,0,1,0,0,0,0,6,0,0,385,R,N,Y,NA,Y,Atlantic,9,8.46625834501453,0.648490666666667,0.316097185976412,0.953214634844003,11.1886666666667,19.8865333333333
1940,V22-122,PC,-39.58333333,24.58333333,3272,IS,0,NA,5,NA,"Prell_et_al.,_1999_(""Brown_Database"")",TTB,31.12.1998,5,1,6,1,4,0,0,0,0,175,9,0,0,0,1,4,82,15,0,1,0,321,32,1,0,6,3,0,1,0,1,2,0,0,678,R,N,Y,NA,Y,Indian,19,14.2739119314169,0.683026447791474,0.166044070808608,1.20485473795135,7.45971599402093,12.8507473841555
1941,V22-168,TW,-17.46666667,-5.18333330000002,4625,AS,0,NA,5,NA,"Prell_et_al.,_1999_(""Brown_Database"")",TTB,31.12.1998,4,2,88,9,60,0,0,7,7,8,19,3,0,0,0,0,0,3,0,0,19,34,20,13,0,9,4,45,4,0,0,69,0,0,431,R,N,Y,NA,Y,Atlantic,19,18.9142550677741,0.873521425673356,0.416130393843956,1.23110889070623,10.2587988826816,14.4335195530726
1942,V22-169,TW,-16.25,-5.73333330000003,3499,AS,0,NA,5,NA,"Prell_et_al.,_1999_(""Brown_Database"")",TTB,31.12.1998,7,2,117,31,65,0,0,13,11,15,47,3,4,0,0,0,3,13,0,0,6,35,21,5,0,14,5,26,4,0,0,46,0,0,503,R,N,Y,NA,Y,Atlantic,21,20.676313024611,0.877407924567962,0.388434957571516,1.26735735931565,10.6738478747204,15.9420581655481
1943,V22-175,TW,-8.766666667,-14.2833333,2950,AS,0,NA,5,NA,"Prell_et_al.,_1999_(""Brown_Database"")",TTB,31.12.1998,1,2,199,3,62,2,0,31,10,1,5,2,6,0,1,0,1,12,0,0,12,1,2,2,0,0,0,25,1,0,0,40,0,0,423,R,N,Y,NA,Y,Atlantic,21,18.9232620724382,0.686451595125412,0.151871439556818,1.2812942147723,12.6409448818898,16.7266404199475
1944,V22-177,PC,-7.75,-14.6,3290,AS,1,NA,5,NA,"Prell_et_al.,_1999_(""Brown_Database"")",TTB,31.12.1998,9,1,150,4,87,1,0,23,3,10,3,1,3,0,1,0,10,30,0,0,20,14,4,2,0,2,2,32,2,0,0,29,0,0,449,R,N,Y,NA,Y,Atlantic,23,21.0715776988227,0.804674554832085,0.222593942290459,1.28165668108669,11.6822946859903,16.2184782608696
1945,V22-179,TW,-4.883333333,-15.7333333,3576,AS,0,NA,5,NA,"Prell_et_al.,_1999_(""Brown_Database"")",TTB,31.12.1998,6,1,217,0,128,0,0,15,9,1,1,0,1,0,0,0,7,34,0,0,18,6,5,5,0,0,0,32,4,0,0,37,0,0,529,R,N,Y,NA,Y,Atlantic,17,15.1595024480145,0.72314035818409,0.212466970721857,1.19513002135278,12.0663673469388,15.9865306122449
1946,V22-180,TW,-3.3,-16.4333333,4338,AS,0,NA,5,NA,"Prell_et_al.,_1999_(""Brown_Database"")",TTB,31.12.1998,3,0,16,1,89,2,0,7,2,2,0,4,0,0,0,0,14,52,0,0,69,7,3,6,0,0,0,90,20,0,0,17,0,0,405,R,N,Y,NA,Y,Atlantic,17,16.4057905129098,0.836287883340344,0.35931078659287,1.24946647585105,9.27428940568475,13.2496124031008
1947,V24-148b,TW,-0.833333333,157.3666667,1906,PS,0,NA,5,NA,"Prell_et_al.,_1999_(""Brown_Database"")",TTB,31.12.1998,0,14,629,24,168,0,0,129,17,149,13,0,68,6,0,0,0,46,2,0,173,0,0,0,0,1,0,5,11,0,0,508,0,0,1986,R,N,Y,NA,Y,Pacific,16,13.6469490586543,0.763444928614447,0.264209089384237,1.05562273560731,11.9086941580756,17.1352577319588
1948,V24-149b,TW,-1.683333333,157.45,1659,PS,0,NA,5,NA,"Prell_et_al.,_1999_(""Brown_Database"")",TTB,31.12.1998,1,12,806,46,144,1,0,107,24,125,21,2,102,4,0,0,0,54,5,0,146,0,0,0,0,0,1,5,9,0,0,502,0,0,2132,R,N,Y,NA,Y,Pacific,19,14.2418757648502,0.718002472946161,0.186638441468744,1.15026628011898,12.0011764705882,16.5934365325077
1949,V24-151b,TW,-2.416666667,154.95,2591,PS,0,NA,5,NA,"Prell_et_al.,_1999_(""Brown_Database"")",TTB,31.12.1998,2,19,441,22,97,0,0,71,12,65,1,2,24,1,0,0,0,29,3,0,87,0,0,0,0,0,0,2,7,0,0,295,0,0,1184,R,N,Y,NA,Y,Pacific,17,13.7845856513177,0.715020587953653,0.206413259783826,1.0913156150743,12.1243163841808,16.6024858757062
1950,V24-157c,TW,-14.95,147.9166667,1212,PS,4.5,NA,5,NA,"Prell_et_al.,_1999_(""Brown_Database"")",TTB,31.12.1998,12,30,124,6,93,2,0,39,21,15,0,1,3,0,0,0,0,29,0,0,8,0,0,0,1,0,2,0,2,0,0,63,0,0,460,R,N,Y,NA,Y,Pacific,16,15.1398334157959,0.812546498033797,0.333416017009213,1.11826003811217,11.4076030927835,16.9636597938144
1951,V24-158b,TW,-15.91666667,146.85,1754,PS,6,NA,5,NA,"Prell_et_al.,_1999_(""Brown_Database"")",TTB,31.12.1998,9,46,215,11,127,1,3,48,34,27,7,3,3,0,0,0,0,60,1,0,20,0,0,1,1,1,0,0,0,0,3,89,0,0,729,R,N,Y,NA,Y,Pacific,20,16.5023171201771,0.810831835826585,0.264315088209894,1.19564642111086,11.2772946859903,16.2123993558776
1952,V24-161c,TW,-18.2,151.45,1670,PS,0,NA,5,NA,"Prell_et_al.,_1999_(""Brown_Database"")",TTB,31.12.1998,5,17,125,9,55,0,0,17,7,10,3,1,1,0,0,0,0,12,0,0,5,0,0,1,0,3,0,0,0,0,0,25,0,0,303,R,N,Y,NA,Y,Pacific,15,15,0.732125107228932,0.248872397024687,1.00008451273707,12.1474169741697,16.8309963099631
1953,V24-166*,TW,-16.51666667,150.7833333,781,PS,0,NA,5,NA,"Prell_et_al.,_1999_(""Brown_Database"")",TTB,31.12.1998,7,25,139,7,91,3,0,18,8,13,4,4,3,0,0,0,0,30,0,0,11,0,1,0,0,0,0,1,0,0,0,39,0,0,411,R,N,Y,NA,Y,Pacific,16,15.4704898229205,0.775154813285795,0.277969036888666,1.20454000028221,11.6631780821918,16.6372602739726
1954,V24-167b,TW,-15.28333333,148.05,1143,PS,1.25,NA,5,NA,"Prell_et_al.,_1999_(""Brown_Database"")",TTB,31.12.1998,5,33,158,6,112,1,5,38,34,16,2,2,1,0,0,0,0,37,0,0,17,0,0,1,3,1,1,1,0,0,1,68,0,0,553,R,N,Y,NA,Y,Pacific,21,17.5940548750819,0.808438781163435,0.24858396656828,1.24431169164344,11.0918105263158,16.0591578947368
1955,V24-168b,TW,-16.33333333,146.8666667,1785,PS,1,NA,5,NA,"Prell_et_al.,_1999_(""Brown_Database"")",TTB,31.12.1998,10,35,251,16,103,2,4,46,18,21,5,5,3,0,0,0,1,54,0,0,30,0,0,0,1,0,2,0,3,0,0,90,0,0,712,R,N,Y,NA,Y,Pacific,19,16.7781148867273,0.779677506046762,0.238884273698078,1.19088386811027,11.5968032786885,16.0213114754098
1956,V24-171b,TW,-14.3,145.85,2714,PS,3.5,NA,5,NA,"Prell_et_al.,_1999_(""Brown_Database"")",TTB,31.12.1998,6,16,62,1,76,3,2,23,6,9,3,0,0,0,0,0,0,31,1,0,15,0,0,0,0,2,1,0,1,0,1,41,0,0,305,R,N,Y,NA,Y,Pacific,18,18,0.824465944157064,0.316494456239679,1.12366987769648,10.9274131274131,17.0104247104247
1957,V24-172b,TW,-14.68333333,146.8166667,1690,PS,3,NA,5,NA,"Prell_et_al.,_1999_(""Brown_Database"")",TTB,31.12.1998,8,42,260,12,150,2,2,65,32,11,5,0,5,0,0,0,0,55,0,0,36,0,0,0,4,1,1,1,0,0,0,121,0,0,828,R,N,Y,NA,Y,Pacific,18,15.1554377421939,0.787330014367336,0.261228943004277,1.1333148331129,11.4073843930636,16.2984104046243
1958,V24-179c,TW,-15.81666667,148.7833333,1053,PS,0,NA,5,NA,"Prell_et_al.,_1999_(""Brown_Database"")",TTB,31.12.1998,2,24,151,7,56,2,4,18,17,12,7,2,5,0,0,0,0,17,0,0,11,0,1,2,0,1,1,2,3,0,0,44,0,0,399,R,N,Y,NA,Y,Pacific,21,20.1778389633384,0.766007141356858,0.203506414234934,1.21562323331859,11.6458550724638,15.7110144927536
1959,V24-181b,TW,-18.5,149,1099,PS,0,NA,5,NA,"Prell_et_al.,_1999_(""Brown_Database"")",TTB,31.12.1998,7,25,95,1,81,1,0,38,8,17,1,0,1,0,0,0,0,27,0,0,11,0,0,0,0,1,1,0,2,0,0,49,0,0,368,R,N,Y,NA,Y,Pacific,16,15.1878563832215,0.811750539860084,0.332006264206798,1.08345370177868,11.6074132492114,17.7315457413249
1960,V24-183b,TW,-15.33333333,146.25,2215,PS,0,NA,5,NA,"Prell_et_al.,_1999_(""Brown_Database"")",TTB,31.12.1998,4,22,102,0,51,0,1,33,14,11,2,1,3,0,0,0,0,29,0,0,13,0,0,4,0,0,0,0,0,0,0,37,0,0,331,R,N,Y,NA,Y,Pacific,14,13.8939234954111,0.810321046373365,0.376576157042556,0.927910622807995,11.4041379310345,16.3051724137931
1961,V24-184b,TW,-12.86666667,146.2,2992,PS,3.5,NA,5,NA,"Prell_et_al.,_1999_(""Brown_Database"")",TTB,31.12.1998,12,17,162,1,82,0,0,32,15,15,1,2,4,0,0,0,0,42,0,0,21,0,2,0,0,0,0,1,3,0,0,66,0,0,483,R,N,Y,NA,Y,Pacific,16,14.7342608700233,0.781341313978697,0.285833602758918,1.18949904165766,11.7043932038835,16.2400485436893
1962,V24-185,-,-9.633333333,126.5833333,2708,IS,0.5,NA,5,NA,"Prell_et_al.,_1999_(""Brown_Database"")",TTB,31.12.1998,0,0,61,3,4,3,0,2,3,26,6,1,2,0,0,0,0,27,0,0,27,0,0,1,0,0,0,23,26,0,0,64,0,0,279,R,N,Y,NA,Y,Pacific,15,15,0.845343428880476,0.43106261948058,1.13176607564866,10.7508372093023,13.9697674418605
1963,V24-206,TW,-36.5,49.56666667,3365,IS,0,NA,5,NA,"Prell_et_al.,_1999_(""Brown_Database"")",TTB,31.12.1998,3,0,32,0,2,0,0,14,17,33,66,2,0,0,1,1,42,5,0,0,0,149,12,0,0,6,2,0,0,0,0,15,0,0,419,R,N,Y,NA,Y,Indian,16,15.1453054375259,0.792033064252282,0.300528542074678,1.07821468437921,8.98824289405685,13.9068475452196
1964,V24-208,TW,-36.21666667,45.65,3231,IS,0,NA,5,NA,"Prell_et_al.,_1999_(""Brown_Database"")",TTB,31.12.1998,0,0,31,0,10,0,0,14,23,20,77,5,1,0,4,2,20,9,0,0,1,109,5,0,1,4,7,1,0,0,0,22,0,0,372,R,N,Y,NA,Y,Indian,19,18.154306356491,0.825784207679827,0.302105671629598,1.25702550252434,9.9431976744186,15.4188953488372
1965,V24-213,TW,-36.98333333,25.11666667,3777,IS,0,NA,5,NA,"Prell_et_al.,_1999_(""Brown_Database"")",TTB,31.12.1998,2,0,10,0,9,0,0,2,3,30,14,0,0,0,1,1,10,14,0,0,5,212,14,0,0,3,0,1,1,0,0,3,0,0,342,R,N,Y,NA,Y,Indian,17,16.245348887159,0.575700391929163,0.138636775271176,1.19538142785952,5.68888554216867,9.70647590361446
1966,V24-214,TW,-37.05,24.95,3290,IS,0,NA,5,NA,"Prell_et_al.,_1999_(""Brown_Database"")",TTB,31.12.1998,2,1,19,0,15,0,0,7,1,16,12,1,0,0,0,1,40,29,0,0,3,173,18,0,0,4,1,3,1,0,0,8,0,0,358,R,N,Y,NA,Y,Indian,19,17.693441342272,0.719514322019118,0.187644443474778,1.26735735931565,6.45512968299712,9.88962536023055
1967,V24-220,TW,-33.1,1.483333333,2635,AS,0,NA,5,NA,"Prell_et_al.,_1999_(""Brown_Database"")",TTB,31.12.1998,2,3,49,3,5,0,0,14,9,34,91,1,3,0,1,4,25,5,0,0,0,104,50,1,0,13,21,0,0,0,0,9,0,0,453,R,N,Y,NA,Y,Atlantic,20,18.5601852925503,0.860480390317133,0.358372562205784,1.07821468437921,9.9324200913242,14.8768264840183
1968,V24-221,TW,-32.03333333,-2.81666669999998,4204,AS,0,NA,5,NA,"Prell_et_al.,_1999_(""Brown_Database"")",TTB,31.12.1998,3,3,19,1,4,0,0,7,5,15,58,2,0,0,1,2,29,5,0,0,0,80,50,0,0,17,9,0,0,0,0,13,0,0,325,R,N,Y,NA,Y,Atlantic,18,17.7465184741101,0.852195629552549,0.375872211270691,1.07821468437921,8.64951612903226,12.9379032258065
1969,V24-223,TW,-34.2,-3.48333330000003,3303,AS,0,NA,5,NA,"Prell_et_al.,_1999_(""Brown_Database"")",TTB,31.12.1998,4,3,30,2,0,0,0,5,2,39,139,0,2,0,0,2,56,6,0,0,0,108,54,4,1,18,14,0,0,0,0,12,0,0,505,R,N,Y,NA,Y,Atlantic,18,16.6205747215063,0.832315020428988,0.331309075491932,1.00623875292308,10.3763803680982,15.5584867075665
1970,V24-229,TW,-34.45,-10.6,4202,AS,0,NA,5,NA,"Prell_et_al.,_1999_(""Brown_Database"")",TTB,31.12.1998,0,2,21,1,0,0,0,0,0,20,109,0,0,0,0,1,35,3,0,0,0,69,25,0,0,9,2,0,0,0,0,8,0,0,309,R,N,Y,NA,Y,Atlantic,12,11.8409850528381,0.779693682050584,0.378261205166469,0.935467729135313,11.1632996632997,16.8060606060606
1971,V24-231,TW,-33.95,-13.8333333,3438,AS,0,NA,5,NA,"Prell_et_al.,_1999_(""Brown_Database"")",TTB,31.12.1998,0,0,39,1,0,0,0,2,3,46,141,1,0,0,3,10,68,1,0,0,0,73,44,1,0,12,13,0,0,0,0,8,0,0,467,R,N,Y,NA,Y,Atlantic,16,14.1161897631233,0.829112717148796,0.365738157674496,1.07821468437921,11.6115720524017,17.0684497816594
1972,V24-235-I,TW,-33.25,-19.55,3722,AS,0,NA,5,NA,"Prell_et_al.,_1999_(""Brown_Database"")",TTB,31.12.1998,4,3,50,1,2,0,0,5,4,17,80,0,1,0,0,0,37,6,0,0,0,55,28,0,0,16,25,0,0,0,0,12,0,0,347,R,N,Y,NA,Y,Atlantic,16,15.6086961837031,0.862347161963498,0.454040765824433,1.00623875292308,11.1215568862275,15.4733532934132
1973,V24-237,PC,-32.2,-26.7333333,4193,AS,0,NA,5,NA,"Prell_et_al.,_1999_(""Brown_Database"")",TTB,31.12.1998,1,3,79,0,2,0,0,7,4,26,32,2,1,0,0,2,54,15,0,0,0,53,28,0,0,23,4,0,0,0,0,10,0,0,347,R,N,Y,NA,Y,Atlantic,17,16.5316072433365,0.864406179138322,0.433821608078821,1.07821468437921,9.97395833333333,13.4154761904762
1974,V24-241,TW,-31.6,-30.2833333,3944,AS,0,NA,5,NA,"Prell_et_al.,_1999_(""Brown_Database"")",TTB,31.12.1998,4,2,132,3,5,0,0,7,8,9,66,1,1,0,0,2,18,0,0,0,1,56,32,0,0,22,14,5,1,0,0,25,0,0,414,R,N,Y,NA,Y,Atlantic,20,18.6209808702856,0.820084456222203,0.277908172635445,1.26735735931565,11.242030848329,14.6403598971722
1975,V26-055,PC,-11.6,-15.55,3457,AS,0,NA,5,NA,"Prell_et_al.,_1999_(""Brown_Database"")",TTB,31.12.1998,8,7,308,8,97,0,0,64,17,1,8,2,9,0,0,0,1,7,0,0,11,7,6,3,0,0,2,15,7,0,0,44,0,0,638,R,N,Y,NA,Y,Atlantic,20,18.1274119780108,0.683210699245685,0.157833613322621,1.26699489300126,12.5878401360544,17.0477891156463
1976,V26-063,PC,-23.95,-37.95,3619,AS,0,NA,5,NA,"Prell_et_al.,_1999_(""Brown_Database"")",TTB,31.12.1998,3,9,202,10,14,0,0,22,7,1,3,0,2,0,0,0,0,0,0,0,0,7,17,1,0,2,1,20,4,0,0,54,0,0,382,R,N,Y,NA,Y,Atlantic,17,16.4845050818421,0.597661538461538,0.146204091915139,1.15913295925009,12.5201538461538,14.9996923076923
1977,V26-068,PC,-30.35,-15.8,3233,AS,0,NA,5,NA,"Prell_et_al.,_1999_(""Brown_Database"")",TTB,31.12.1998,4,9,142,7,9,1,0,10,8,22,103,3,10,0,0,1,20,2,0,0,0,137,58,14,0,20,17,1,0,0,0,36,0,0,640,R,N,Y,NA,Y,Atlantic,21,18.8154260491502,0.845689645529692,0.308592691543654,1.27132482429538,9.91724080267558,13.843143812709
1978,V26-100,TW,-1.55,-34.6333333,4308,AS,0,NA,5,NA,"Prell_et_al.,_1999_(""Brown_Database"")",TTB,31.12.1998,8,9,12,0,39,3,0,13,0,0,0,0,0,0,0,0,0,11,0,0,66,0,1,6,0,0,0,90,39,0,0,26,0,0,329,R,N,Y,NA,Y,Atlantic,12,11.9255695548355,0.817218197689578,0.455917012962848,1.03183691747072,9.39124579124579,12.6151515151515
