Event,Latitude,Longitude,Elevation [m],SST (1-12) [°C],Symbiosis,Spinose,Depth [m],Relative_Abundance
V22-202,14.4,-21.15,-4310,24.978,Yes,No,0,0.7261
V22-202,14.4,-21.15,-4310,24.978,Yes,Yes,0,0.3472
V22-204,15.017,-23.23,-1723,24.769,No,No,0,0.0305
V22-204,15.017,-23.23,-1723,24.769,No,Yes,0,0.09469999999999999
V22-204,15.017,-23.23,-1723,24.769,Yes,No,0,0.27180000000000004
V22-204,15.017,-23.23,-1723,24.769,Yes,Yes,0,1.0891
V22-211,20.7,-31.45,-4402,23.681,No,No,0,0.051000000000000004
V22-211,20.7,-31.45,-4402,23.681,No,Yes,0,0.011899999999999999
V22-211,20.7,-31.45,-4402,23.681,Yes,No,0,0.15689999999999998
V22-211,20.7,-31.45,-4402,23.681,Yes,Yes,0,1.3
V22-219,27.917,-43.63,-2582,23.793,No,No,0,0.0942
V22-219,27.917,-43.63,-2582,23.793,No,Yes,0,0.06359999999999999
V22-219,27.917,-43.63,-2582,23.793,Yes,No,0,0.19580000000000003
V22-219,27.917,-43.63,-2582,23.793,Yes,Yes,0,1.2252
V22-232,34.75,-57.25,-4685,22.21,No,No,0,0.27449999999999997
V22-232,34.75,-57.25,-4685,22.21,No,Yes,0,0.0151
V22-232,34.75,-57.25,-4685,22.21,Yes,No,0,0.6165
V22-232,34.75,-57.25,-4685,22.21,Yes,Yes,0,0.5025
V22-24,12.75,-45.63,-4321,26.655,No,No,0,0.0231
V22-24,12.75,-45.63,-4321,26.655,No,Yes,0,0
V22-24,12.75,-45.63,-4321,26.655,Yes,No,0,0.1264
V22-24,12.75,-45.63,-4321,26.655,Yes,Yes,0,1.2809
V22-26,8.717,-41.25,-3720,27.314,No,No,0,0.022199999999999998
V22-26,8.717,-41.25,-3720,27.314,No,Yes,0,0
V22-26,8.717,-41.25,-3720,27.314,Yes,No,0,0.1655
V22-26,8.717,-41.25,-3720,27.314,Yes,Yes,0,1.2901000000000002
V22-36,-6.117,-30.58,-5191,27.183,No,No,0,0.04650000000000001
V22-36,-6.117,-30.58,-5191,27.183,No,Yes,0,0.0443
V22-36,-6.117,-30.58,-5191,27.183,Yes,No,0,0.32650000000000007
V22-36,-6.117,-30.58,-5191,27.183,Yes,Yes,0,0.9750000000000001
V22-38,-9.55,-34.25,-3797,27.198,No,No,0,0.0044
V22-38,-9.55,-34.25,-3797,27.198,No,Yes,0,0.011000000000000001
V22-38,-9.55,-34.25,-3797,27.198,Yes,No,0,0.128
V22-38,-9.55,-34.25,-3797,27.198,Yes,Yes,0,1.4436999999999998
V22-71,-29.42,-33.42,-3314,21.839,No,No,0,0.1697
V22-71,-29.42,-33.42,-3314,21.839,No,Yes,0,0.0726
V22-71,-29.42,-33.42,-3314,21.839,Yes,No,0,0.2095
V22-71,-29.42,-33.42,-3314,21.839,Yes,Yes,0,1.0134
V22-92,-50.1,-42.93,-1686,4.39,No,No,0.03,0.7612000000000001
V22-92,-50.1,-42.93,-1686,4.39,No,Yes,0.03,0.125
V22-92,-50.1,-42.93,-1686,4.39,Yes,No,0.03,0.2046
V22-92,-50.1,-42.93,-1686,4.39,Yes,Yes,0.03,0
V22-93,-50.78,-43.17,-1320,4.614,No,No,0.01,0.6657
V22-93,-50.78,-43.17,-1320,4.614,No,Yes,0.01,0.226
V22-93,-50.78,-43.17,-1320,4.614,Yes,No,0.01,0.1707
V22-93,-50.78,-43.17,-1320,4.614,Yes,Yes,0.01,0.0060999999999999995
V22-94,-51.52,-43.5,-2164,3.577,No,No,0.01,0.7620000000000001
V22-94,-51.52,-43.5,-2164,3.577,No,Yes,0.01,0.1225
V22-94,-51.52,-43.5,-2164,3.577,Yes,No,0.01,0.19369999999999998
V22-94,-51.52,-43.5,-2164,3.577,Yes,Yes,0.01,0.006
V23-101,19.883,-25.53,-4482,23.117,No,No,0,0.0527
V23-101,19.883,-25.53,-4482,23.117,No,Yes,0,0.034
V23-101,19.883,-25.53,-4482,23.117,Yes,No,0,0.3055
V23-101,19.883,-25.53,-4482,23.117,Yes,Yes,0,0.9824
V23-105,17.2,-35.83,-5009,24.914,No,No,0,0.0401
V23-105,17.2,-35.83,-5009,24.914,No,Yes,0,0.005600000000000001
V23-105,17.2,-35.83,-5009,24.914,Yes,No,0,0.17400000000000002
V23-105,17.2,-35.83,-5009,24.914,Yes,Yes,0,1.2542
V23-107,17.483,-40.67,-5104,25.42,No,No,0,0.0501
V23-107,17.483,-40.67,-5104,25.42,No,Yes,0,0.0271
V23-107,17.483,-40.67,-5104,25.42,Yes,No,0,0.2016
V23-107,17.483,-40.67,-5104,25.42,Yes,Yes,0,1.2768
V23-13,41.517,-45.13,-4845,18.693,No,No,0,0.18049999999999997
V23-13,41.517,-45.13,-4845,18.693,No,Yes,0,0.1369
V23-13,41.517,-45.13,-4845,18.693,Yes,No,0,0.7105000000000001
V23-13,41.517,-45.13,-4845,18.693,Yes,Yes,0,0.3496
V23-22,54.2,-45.97,-3669,7.866,No,No,0,0.36829999999999996
V23-22,54.2,-45.97,-3669,7.866,No,Yes,0,0.5408
V23-22,54.2,-45.97,-3669,7.866,Yes,No,0,0.09290000000000001
V23-22,54.2,-45.97,-3669,7.866,Yes,Yes,0,0.002
V23-29,59.95,-32.85,-2186,8.369,No,No,0,0.5817
V23-29,59.95,-32.85,-2186,8.369,No,Yes,0,0.2364
V23-29,59.95,-32.85,-2186,8.369,Yes,No,0,0.188
V23-29,59.95,-32.85,-2186,8.369,Yes,Yes,0,0.0021
V23-38,62.667,-27.53,-1426,8.856,No,No,0,0.5413
V23-38,62.667,-27.53,-1426,8.856,No,Yes,0,0.2262
V23-38,62.667,-27.53,-1426,8.856,Yes,No,0,0.2168
V23-38,62.667,-27.53,-1426,8.856,Yes,Yes,0,0.0199
V23-60,70.05,8.317,-2974,7.531,No,No,0,0.792
V23-60,70.05,8.317,-2974,7.531,No,Yes,0,0.039
V23-60,70.05,8.317,-2974,7.531,Yes,No,0,0.16899999999999998
V23-60,70.05,8.317,-2974,7.531,Yes,Yes,0,0
V23-81,54.25,-16.83,-2393,12.508,No,No,0,0.34019999999999995
V23-81,54.25,-16.83,-2393,12.508,No,Yes,0,0.1562
V23-81,54.25,-16.83,-2393,12.508,Yes,No,0,0.5899000000000001
V23-81,54.25,-16.83,-2393,12.508,Yes,Yes,0,0.017599999999999998
V23-82,52.583,-21.93,-3974,13.034,No,No,0,0.3196
V23-82,52.583,-21.93,-3974,13.034,No,Yes,0,0.1855
V23-82,52.583,-21.93,-3974,13.034,Yes,No,0,0.6137
V23-82,52.583,-21.93,-3974,13.034,Yes,Yes,0,0.008100000000000001
V23-83,49.867,-24.25,-3871,13.959,No,No,0,0.3032
V23-83,49.867,-24.25,-3871,13.959,No,Yes,0,0.21
V23-83,49.867,-24.25,-3871,13.959,Yes,No,0,0.6106
V23-83,49.867,-24.25,-3871,13.959,Yes,Yes,0,0.0102
V23-84,46,-16.92,-4513,14.686,No,No,0,0.3471
V23-84,46,-16.92,-4513,14.686,No,Yes,0,0.122
V23-84,46,-16.92,-4513,14.686,Yes,No,0,0.5328
V23-84,46,-16.92,-4513,14.686,Yes,Yes,0,0.15009999999999998
V24-109,0.433,158.8,-2367,29.212,No,No,0.01,0.0091
V24-109,0.433,158.8,-2367,29.212,No,Yes,0.01,0.0192
V24-109,0.433,158.8,-2367,29.212,Yes,No,0.01,0.3589
V24-109,0.433,158.8,-2367,29.212,Yes,Yes,0.01,1.0856999999999999
V24-110,2.35,156.7,-2613,29.353,No,No,0.01,0.0051
V24-110,2.35,156.7,-2613,29.353,No,Yes,0.01,0.0102
V24-110,2.35,156.7,-2613,29.353,Yes,No,0.01,0.4179
V24-110,2.35,156.7,-2613,29.353,Yes,Yes,0.01,0.9928999999999998
V24-117,18.6,142.37,-3706,28.416,No,No,0.03,0.0189
V24-117,18.6,142.37,-3706,28.416,No,Yes,0.03,0.0649
V24-117,18.6,142.37,-3706,28.416,Yes,No,0.03,0.5666
V24-117,18.6,142.37,-3706,28.416,Yes,Yes,0.03,0.40220000000000006
V24-139,3.517,132.43,-3350,29.167,No,No,0.01,0.0175
V24-139,3.517,132.43,-3350,29.167,No,Yes,0.01,0.06060000000000001
V24-139,3.517,132.43,-3350,29.167,Yes,No,0.01,0.5098
V24-139,3.517,132.43,-3350,29.167,Yes,Yes,0.01,0.48760000000000003
V24-143,2.067,141.3,-3191,29.403,No,No,0.01,0.035
V24-143,2.067,141.3,-3191,29.403,No,Yes,0.01,0
V24-143,2.067,141.3,-3191,29.403,Yes,No,0.01,0.4982000000000001
V24-143,2.067,141.3,-3191,29.403,Yes,Yes,0.01,0.5849
V24-144,1.883,142.38,-3166,29.399,No,No,0.01,0.0297
V24-144,1.883,142.38,-3166,29.399,No,Yes,0.01,0.0077
V24-144,1.883,142.38,-3166,29.399,Yes,No,0.01,0.5055
V24-144,1.883,142.38,-3166,29.399,Yes,Yes,0.01,0.6302
V24-145,1.817,143.77,-4288,29.444,No,No,0.01,0.0219
V24-145,1.817,143.77,-4288,29.444,No,Yes,0.01,0.0161
V24-145,1.817,143.77,-4288,29.444,Yes,No,0.01,0.7382
V24-145,1.817,143.77,-4288,29.444,Yes,Yes,0.01,0.22959999999999997
V24-148,-0.833,157.37,-1906,29.299,No,No,0.01,0.002
V24-148,-0.833,157.37,-1906,29.299,No,Yes,0.01,0.0946
V24-148,-0.833,157.37,-1906,29.299,Yes,No,0.01,0.36310000000000003
V24-148,-0.833,157.37,-1906,29.299,Yes,Yes,0.01,0.8501999999999998
V24-149,-1.683,157.45,-1659,29.32,No,No,0.01,0.005
V24-149,-1.683,157.45,-1659,29.32,No,Yes,0.01,0.08960000000000001
V24-149,-1.683,157.45,-1659,29.32,Yes,No,0.01,0.3803
V24-149,-1.683,157.45,-1659,29.32,Yes,Yes,0.01,0.8811999999999999
V24-150,-2.2,155.7,-1849,29.606,No,No,0.01,0.012
V24-150,-2.2,155.7,-1849,29.606,No,Yes,0.01,0.0301
V24-150,-2.2,155.7,-1849,29.606,Yes,No,0.01,0.34740000000000004
V24-150,-2.2,155.7,-1849,29.606,Yes,Yes,0.01,1.043
V24-151,-2.417,154.95,-2591,29.699,No,No,0.01,0.001
V24-151,-2.417,154.95,-2591,29.699,No,Yes,0.01,0.0282
V24-151,-2.417,154.95,-2591,29.699,Yes,No,0.01,0.43949999999999995
V24-151,-2.417,154.95,-2591,29.699,Yes,Yes,0.01,0.9496000000000001
V24-220,-33.1,1.483,-2635,18.381,No,No,0,0.23730000000000004
V24-220,-33.1,1.483,-2635,18.381,No,Yes,0,0.064
V24-220,-33.1,1.483,-2635,18.381,Yes,No,0,0.5233
V24-220,-33.1,1.483,-2635,18.381,Yes,Yes,0,0.5378000000000001
V24-221,-32.03,-2.817,-4204,19.125,No,No,0,0.28040000000000004
V24-221,-32.03,-2.817,-4204,19.125,No,Yes,0,0.046
V24-221,-32.03,-2.817,-4204,19.125,Yes,No,0,0.5654
V24-221,-32.03,-2.817,-4204,19.125,Yes,Yes,0,0.4494
V24-223,-34.2,-3.483,-3303,18.189,No,No,0,0.2639
V24-223,-34.2,-3.483,-3303,18.189,No,Yes,0,0.0742
V24-223,-34.2,-3.483,-3303,18.189,Yes,No,0,0.49339999999999995
V24-223,-34.2,-3.483,-3303,18.189,Yes,Yes,0,0.45069999999999993
V24-229,-34.45,-10.6,-4202,19.294,No,No,0,0.1815
V24-229,-34.45,-10.6,-4202,19.294,No,Yes,0,0.0629
V24-229,-34.45,-10.6,-4202,19.294,Yes,No,0,0.5346
V24-229,-34.45,-10.6,-4202,19.294,Yes,Yes,0,0.5234
V24-235,-33.25,-19.55,-3722,19.535,No,No,0,0.22949999999999998
V24-235,-33.25,-19.55,-3722,19.535,No,Yes,0,0.032400000000000005
V24-235,-33.25,-19.55,-3722,19.535,Yes,No,0,0.48340000000000005
V24-235,-33.25,-19.55,-3722,19.535,Yes,Yes,0,0.6218
V24-237,-32.2,-26.733,-4193,19.37,No,No,0,0.3032
V24-237,-32.2,-26.733,-4193,19.37,No,Yes,0,0.054400000000000004
V24-237,-32.2,-26.733,-4193,19.37,Yes,No,0,0.40490000000000004
V24-237,-32.2,-26.733,-4193,19.37,Yes,Yes,0,0.6174000000000001
V24-241,-31.6,-30.28,-3944,20.117,No,No,0,0.201
V24-241,-31.6,-30.28,-3944,20.117,No,Yes,0,0.023
V24-241,-31.6,-30.28,-3944,20.117,Yes,No,0,0.3539
V24-241,-31.6,-30.28,-3944,20.117,Yes,Yes,0,0.9057
V24-48,1.717,-109.3,-3720,24.18,No,No,0.01,0.0346
V24-48,1.717,-109.3,-3720,24.18,No,Yes,0.01,0.0096
V24-48,1.717,-109.3,-3720,24.18,Yes,No,0.01,0.8947999999999999
V24-48,1.717,-109.3,-3720,24.18,Yes,Yes,0.01,0.0587
V24-8,22.6,-72.6,-4887,26.972,No,No,0,0.0501
V24-8,22.6,-72.6,-4887,26.972,No,Yes,0,0.0204
V24-8,22.6,-72.6,-4887,26.972,Yes,No,0,0.1257
V24-8,22.6,-72.6,-4887,26.972,Yes,Yes,0,1.4117999999999997
V24-96,27.667,-178,-3305,24.224,No,No,0.01,0.2368
V24-96,27.667,-178,-3305,24.224,No,Yes,0.01,0.017599999999999998
V24-96,27.667,-178,-3305,24.224,Yes,No,0.01,0.6506000000000001
V24-96,27.667,-178,-3305,24.224,Yes,Yes,0.01,0.6508000000000002
V25-24,26.783,-46.7,-4563,24.296,No,No,0,0.043100000000000006
V25-24,26.783,-46.7,-4563,24.296,No,Yes,0,0.040999999999999995
V25-24,26.783,-46.7,-4563,24.296,Yes,No,0,0.1447
V25-24,26.783,-46.7,-4563,24.296,Yes,Yes,0,1.4555
V25-46,9.317,-43,-4310,27.204,No,No,0,0.0177
V25-46,9.317,-43,-4310,27.204,No,Yes,0,0
V25-46,9.317,-43,-4310,27.204,Yes,No,0,0.172
V25-46,9.317,-43,-4310,27.204,Yes,Yes,0,1.171
V26-100,-1.55,-34.65,-4308,27.079,No,No,0,0.0371
V26-100,-1.55,-34.65,-4308,27.079,No,Yes,0,0
V26-100,-1.55,-34.65,-4308,27.079,Yes,No,0,0.5363
V26-100,-1.55,-34.65,-4308,27.079,Yes,Yes,0,0.49420000000000003
V26-165,30.45,-67.98,-5159,23.721,No,No,0,0.05890000000000001
V26-165,30.45,-67.98,-5159,23.721,No,Yes,0,0.12689999999999999
V26-165,30.45,-67.98,-5159,23.721,Yes,No,0,0.24170000000000003
V26-165,30.45,-67.98,-5159,23.721,Yes,Yes,0,1.2639
V26-31,27.933,-47.77,-4433,24.148,No,No,0,0.10339999999999999
V26-31,27.933,-47.77,-4433,24.148,No,Yes,0,0.0342
V26-31,27.933,-47.77,-4433,24.148,Yes,No,0,0.18780000000000002
V26-31,27.933,-47.77,-4433,24.148,Yes,Yes,0,1.3344999999999998
V26-50,6.267,-17.92,-4826,27.867,No,No,0,0.0218
V26-50,6.267,-17.92,-4826,27.867,No,Yes,0,0
V26-50,6.267,-17.92,-4826,27.867,Yes,No,0,0.6783
V26-50,6.267,-17.92,-4826,27.867,Yes,Yes,0,0.2956
V26-51,6.033,-18.25,-4572,27.793,No,No,0,0.05039999999999999
V26-51,6.033,-18.25,-4572,27.793,No,Yes,0,0
V26-51,6.033,-18.25,-4572,27.793,Yes,No,0,0.2586
V26-51,6.033,-18.25,-4572,27.793,Yes,Yes,0,0.8122
V26-52,5.833,-18.08,-4903,27.783,No,No,0,0.0363
V26-52,5.833,-18.08,-4903,27.783,No,Yes,0,0
V26-52,5.833,-18.08,-4903,27.783,Yes,No,0,0.5907
V26-52,5.833,-18.08,-4903,27.783,Yes,Yes,0,0.3832000000000001
V26-53,0.3,-14.8,-4323,26.338,No,No,0,0.0076
V26-53,0.3,-14.8,-4323,26.338,No,Yes,0,0
V26-53,0.3,-14.8,-4323,26.338,Yes,No,0,0.38620000000000004
V26-53,0.3,-14.8,-4323,26.338,Yes,Yes,0,0.8227000000000001
V26-55,-11.6,-15.57,-3457,25.034,No,No,0,0.018
V26-55,-11.6,-15.57,-3457,25.034,No,Yes,0,0.0137
V26-55,-11.6,-15.57,-3457,25.034,Yes,No,0,0.12149999999999998
V26-55,-11.6,-15.57,-3457,25.034,Yes,Yes,0,1.3869999999999998
V26-63,-23.97,-37.95,-3619,24.83,No,No,0,0.060899999999999996
V26-63,-23.97,-37.95,-3619,24.83,No,Yes,0,0.0315
V26-63,-23.97,-37.95,-3619,24.83,Yes,No,0,0.1925
V26-63,-23.97,-37.95,-3619,24.83,Yes,Yes,0,1.3185000000000002
V26-68,-30.35,-15.8,-3660,21.224,No,No,0,0.1971
V26-68,-30.35,-15.8,-3660,21.224,No,Yes,0,0.022400000000000003
V26-68,-30.35,-15.8,-3660,21.224,Yes,No,0,0.5021
V26-68,-30.35,-15.8,-3660,21.224,Yes,Yes,0,0.7266000000000001
V27-10,42.267,-60.5,-3895,16.247,No,No,0,0.3286
V27-10,42.267,-60.5,-3895,16.247,No,Yes,0,0.1335
V27-10,42.267,-60.5,-3895,16.247,Yes,No,0,0.7208
V27-10,42.267,-60.5,-3895,16.247,Yes,Yes,0,0.0124
V27-104,62.867,-17.93,-1057,9.885,No,No,0,0.6613
V27-104,62.867,-17.93,-1057,9.885,No,Yes,0,0.031200000000000002
V27-104,62.867,-17.93,-1057,9.885,Yes,No,0,0.47150000000000003
V27-104,62.867,-17.93,-1057,9.885,Yes,Yes,0,0.009
V27-114,55.05,-33.07,-2532,8.761,No,No,0.02,0.222
V27-114,55.05,-33.07,-2532,8.761,No,Yes,0.02,0.3421
V27-114,55.05,-33.07,-2532,8.761,Yes,No,0.02,0.45710000000000006
V27-114,55.05,-33.07,-2532,8.761,Yes,Yes,0.02,0
V27-122,48.3,-16.97,-4696,14.131,No,No,0,0.33740000000000003
V27-122,48.3,-16.97,-4696,14.131,No,Yes,0,0.1149
V27-122,48.3,-16.97,-4696,14.131,Yes,No,0,0.7212000000000001
V27-122,48.3,-16.97,-4696,14.131,Yes,Yes,0,0.04529999999999999
V27-126,43.8,-14.68,-5201,15.688,No,No,0,0.3435
V27-126,43.8,-14.68,-5201,15.688,No,Yes,0,0.0051
V27-126,43.8,-14.68,-5201,15.688,Yes,No,0,0.8298000000000002
V27-126,43.8,-14.68,-5201,15.688,Yes,Yes,0,0.1895
V27-136,43.967,-15.82,-5475,15.752,No,No,0,0.37729999999999997
V27-136,43.967,-15.82,-5475,15.752,No,Yes,0,0.020099999999999996
V27-136,43.967,-15.82,-5475,15.752,Yes,No,0,0.9022999999999999
V27-136,43.967,-15.82,-5475,15.752,Yes,Yes,0,0.032
V27-137,42.7,-17.07,-4883,16.402,No,No,0,0.3532
V27-137,42.7,-17.07,-4883,16.402,No,Yes,0,0.0659
V27-137,42.7,-17.07,-4883,16.402,Yes,No,0,0.6602
V27-137,42.7,-17.07,-4883,16.402,Yes,Yes,0,0.1865
V27-143,39.717,-20.15,-4932,18.173,No,No,0.03,0.2266
V27-143,39.717,-20.15,-4932,18.173,No,Yes,0.03,0.0794
V27-143,39.717,-20.15,-4932,18.173,Yes,No,0.03,0.4925
V27-143,39.717,-20.15,-4932,18.173,Yes,Yes,0.03,0.5138000000000001
V27-144,39.617,-13.55,-4894,17.398,No,No,0,0.3682
V27-144,39.617,-13.55,-4894,17.398,No,Yes,0,0.10060000000000001
V27-144,39.617,-13.55,-4894,17.398,Yes,No,0,0.5603
V27-144,39.617,-13.55,-4894,17.398,Yes,Yes,0,0.2075
V27-15,42.75,-43.23,-4856,18.305,No,No,0,0.3292
V27-15,42.75,-43.23,-4856,18.305,No,Yes,0,0.1885
V27-15,42.75,-43.23,-4856,18.305,Yes,No,0,0.479
V27-15,42.75,-43.23,-4856,18.305,Yes,Yes,0,0.22789999999999996
V27-16,44.167,-39.87,-4797,17.299,No,No,0,0.2607
V27-16,44.167,-39.87,-4797,17.299,No,Yes,0,0.1085
V27-16,44.167,-39.87,-4797,17.299,Yes,No,0,0.8327
V27-16,44.167,-39.87,-4797,17.299,Yes,Yes,0,0.14600000000000002
V27-162,34.2,-16.87,-4281,19.482,No,No,0,0.18979999999999997
V27-162,34.2,-16.87,-4281,19.482,No,Yes,0,0.05079999999999999
V27-162,34.2,-16.87,-4281,19.482,Yes,No,0,0.3538
V27-162,34.2,-16.87,-4281,19.482,Yes,Yes,0,0.7594000000000001
V27-164,29.483,-19.62,-4623,20.989,No,No,0,0.1158
V27-164,29.483,-19.62,-4623,20.989,No,Yes,0,0.0189
V27-164,29.483,-19.62,-4623,20.989,Yes,No,0,0.22759999999999997
V27-164,29.483,-19.62,-4623,20.989,Yes,Yes,0,1.1286999999999998
V27-167,25.933,-26.58,-5099,22.487,No,No,0,0.21259999999999998
V27-167,25.933,-26.58,-5099,22.487,No,Yes,0,0
V27-167,25.933,-26.58,-5099,22.487,Yes,No,0,0.3857000000000001
V27-167,25.933,-26.58,-5099,22.487,Yes,Yes,0,0.8478999999999999
V27-172,16.533,-28.85,-4938,24.599,No,No,0,0.059100000000000014
V27-172,16.533,-28.85,-4938,24.599,No,Yes,0,0.0262
V27-172,16.533,-28.85,-4938,24.599,Yes,No,0,0.32049999999999995
V27-172,16.533,-28.85,-4938,24.599,Yes,Yes,0,0.9782999999999998
V27-175,8.8,-22.12,-4548,27.265,No,No,0,0.032400000000000005
V27-175,8.8,-22.12,-4548,27.265,No,Yes,0,0.0194
V27-175,8.8,-22.12,-4548,27.265,Yes,No,0,0.2365
V27-175,8.8,-22.12,-4548,27.265,Yes,Yes,0,0.9755000000000001
V27-178,5.1,-26.65,-4327,27.236,No,No,0,0.0086
V27-178,5.1,-26.65,-4327,27.236,No,Yes,0,0.0043
V27-178,5.1,-26.65,-4327,27.236,Yes,No,0,0.0559
V27-178,5.1,-26.65,-4327,27.236,Yes,Yes,0,1.3814
V27-181,0.067,-25.5,-3601,26.377,No,No,0,0.0044
V27-181,0.067,-25.5,-3601,26.377,No,Yes,0,0.0022
V27-181,0.067,-25.5,-3601,26.377,Yes,No,0,0.22529999999999994
V27-181,0.067,-25.5,-3601,26.377,Yes,Yes,0,1.2037
V27-184,-11.15,-35.65,-3532,27.125,No,No,0,0.0088
V27-184,-11.15,-35.65,-3532,27.125,No,Yes,0,0.0033
V27-184,-11.15,-35.65,-3532,27.125,Yes,No,0,0.0733
V27-184,-11.15,-35.65,-3532,27.125,Yes,Yes,0,1.58
V27-188,-22.05,-23.95,-4643,25.253,No,No,0.03,0.08530000000000001
V27-188,-22.05,-23.95,-4643,25.253,No,Yes,0.03,0.0102
V27-188,-22.05,-23.95,-4643,25.253,Yes,No,0.03,0.12900000000000003
V27-188,-22.05,-23.95,-4643,25.253,Yes,Yes,0.03,1.4361000000000002
V27-190,-27.6,-20.32,-4321,22.244,No,No,0.01,0.14579999999999999
V27-190,-27.6,-20.32,-4321,22.244,No,Yes,0.01,0.022000000000000002
V27-190,-27.6,-20.32,-4321,22.244,Yes,No,0.01,0.24860000000000004
V27-190,-27.6,-20.32,-4321,22.244,Yes,Yes,0.01,1.1825999999999999
V27-191,-33.05,-18.72,-3957,19.683,No,No,0,0.3053
V27-191,-33.05,-18.72,-3957,19.683,No,Yes,0,0.0538
V27-191,-33.05,-18.72,-3957,19.683,Yes,No,0,0.3611000000000001
V27-191,-33.05,-18.72,-3957,19.683,Yes,Yes,0,0.5516
V27-192,-36.57,-16.87,-3087,17.508,No,No,0,0.2612
V27-192,-36.57,-16.87,-3087,17.508,No,Yes,0,0.1306
V27-192,-36.57,-16.87,-3087,17.508,Yes,No,0,0.5203
V27-192,-36.57,-16.87,-3087,17.508,Yes,Yes,0,0.3226
V27-20,54,-46.2,-3510,7.491,No,No,0,0.45199999999999996
V27-20,54,-46.2,-3510,7.491,No,Yes,0,0.42479999999999996
V27-20,54,-46.2,-3510,7.491,Yes,No,0,0.1523
V27-20,54,-46.2,-3510,7.491,Yes,Yes,0,0.0070999999999999995
V27-206,-31.37,-1.683,-4748,19.438,No,No,0,0.19520000000000004
V27-206,-31.37,-1.683,-4748,19.438,No,Yes,0,0.0052
V27-206,-31.37,-1.683,-4748,19.438,Yes,No,0,1.0011999999999999
V27-206,-31.37,-1.683,-4748,19.438,Yes,Yes,0,0.3292
V27-21,54.033,-46.87,-3636,7.491,No,No,0,0.4938
V27-21,54.033,-46.87,-3636,7.491,No,Yes,0,0.4315
V27-21,54.033,-46.87,-3636,7.491,Yes,No,0,0.092
V27-21,54.033,-46.87,-3636,7.491,Yes,Yes,0,0.004
V27-215,-29.53,2.183,-2692,19.563,No,No,0,0.2219
V27-215,-29.53,2.183,-2692,19.563,No,Yes,0,0.0232
V27-215,-29.53,2.183,-2692,19.563,Yes,No,0,0.7307999999999999
V27-215,-29.53,2.183,-2692,19.563,Yes,Yes,0,0.4689
V27-227,-12.32,9.033,-4422,23.872,No,No,0,0.1529
V27-227,-12.32,9.033,-4422,23.872,No,Yes,0,0
V27-227,-12.32,9.033,-4422,23.872,Yes,No,0,1.0832000000000002
V27-227,-12.32,9.033,-4422,23.872,Yes,Yes,0,0.1331
V27-228,-10.07,11.45,-2392,25.1,No,No,0.02,0.056799999999999996
V27-228,-10.07,11.45,-2392,25.1,No,Yes,0.02,0.0178
V27-228,-10.07,11.45,-2392,25.1,Yes,No,0.02,0.5310999999999999
V27-228,-10.07,11.45,-2392,25.1,Yes,Yes,0.02,0.9422
V27-23,54.733,-53.12,-830,4.095,No,No,0,0.9839000000000001
V27-23,54.733,-53.12,-830,4.095,No,Yes,0,0.004
V27-23,54.733,-53.12,-830,4.095,Yes,No,0,0.012000000000000002
V27-23,54.733,-53.12,-830,4.095,Yes,Yes,0,0
V27-233,2.267,5.733,-3319,27.061,No,No,0,0.0607
V27-233,2.267,5.733,-3319,27.061,No,Yes,0,0.0101
V27-233,2.267,5.733,-3319,27.061,Yes,No,0,0.861
V27-233,2.267,5.733,-3319,27.061,Yes,Yes,0,0.2604
V27-234,1,1.983,-4618,26.457,No,No,0,0.041100000000000005
V27-234,1,1.983,-4618,26.457,No,Yes,0,0.0212
V27-234,1,1.983,-4618,26.457,Yes,No,0,0.5872999999999999
V27-234,1,1.983,-4618,26.457,Yes,Yes,0,0.5276
V27-239,-7.833,-1.517,-4464,24.913,No,No,0,0.0318
V27-239,-7.833,-1.517,-4464,24.913,No,Yes,0,0.0095
V27-239,-7.833,-1.517,-4464,24.913,Yes,No,0,0.2793
V27-239,-7.833,-1.517,-4464,24.913,Yes,Yes,0,1.1375
V27-24,55.967,-56.07,-2628,3.394,No,No,0,0.982
V27-24,55.967,-56.07,-2628,3.394,No,Yes,0,0
V27-24,55.967,-56.07,-2628,3.394,Yes,No,0,0.018000000000000002
V27-24,55.967,-56.07,-2628,3.394,Yes,Yes,0,0
V27-248,3.05,-11.82,-4543,27.153,No,No,0,0.0496
V27-248,3.05,-11.82,-4543,27.153,No,Yes,0,0.0055000000000000005
V27-248,3.05,-11.82,-4543,27.153,Yes,No,0,0.3037
V27-248,3.05,-11.82,-4543,27.153,Yes,Yes,0,0.9799
V27-25,56.733,-54.7,-3146,4.274,No,No,0,0.9889
V27-25,56.733,-54.7,-3146,4.274,No,Yes,0,0.003
V27-25,56.733,-54.7,-3146,4.274,Yes,No,0,0.008
V27-25,56.733,-54.7,-3146,4.274,Yes,Yes,0,0
V27-250,1.05,-13.63,-4942,26.555,No,No,0,0.026099999999999998
V27-250,1.05,-13.63,-4942,26.555,No,Yes,0,0.0070999999999999995
V27-250,1.05,-13.63,-4942,26.555,Yes,No,0,0.5698000000000001
V27-250,1.05,-13.63,-4942,26.555,Yes,Yes,0,0.4042
V27-254,20.183,-26.62,-4850,22.932,No,No,0,0.098
V27-254,20.183,-26.62,-4850,22.932,No,Yes,0,0.013300000000000001
