Campaign,Event,Latitude,Longitude,Date/Time,Elevation [m],Depth [m],G. aequilateralis [%],G. bulloides [%],D. grahami [%],G. cavernula [%],G. conglobatus [%],G. crassaformis [%],S. dehiscens [%],G. digitata [%],N. dutertrei [%],G. falconensis [%],G. glutinata [%],G. hirsuta [%],T. humilis [%],G. inflata [%],G. menardii [%],C. nitida [%],P. obliquiloculata [%],N. pachyderma s [%],P/D int [%],G. quinqueloba s [%],G. quinqueloba d [%],G. quinqueloba [%],G. ruber p [%],G. ruber w [%],G. rubescens [%],G. trilobus tril [%],G. trilobus sac [%],G. scitula [%],G. tenellus [%],G. truncatulinoides s [%],G. truncatulinoides d [%],G. truncatulinoides [%],G. tumida [%],O. universa [%],G. uvula [%],G. mentum [%],P/D int [%],N. pachyderma d [%]
M35/1,M35027-1,17.6483,-67.1667,04/05/1996,-1814,0.47,8.1,8.1,8.4,0.5,1.2,0.4,0,0,1.4,0.5,13.7,0,0.5,0.3,0.3,0,0.1,0.5,0,0,0,0,9.8,28.6,5.8,10.6,3.5,1.1,2.1,0,0.2,0.2,0,0.9,0,0.3,0,0
M35/1,M35027-1,17.6483,-67.1667,04/05/1996,-1814,0.5,2.5,2.5,3.4,6.1,0.3,0.5,0,0,4.2,0,23.2,0,0,0.5,0,0.1,0,0,0.1,0,0,0,11.8,28.1,11.1,3,1.3,0,1,0,0.2,0.2,0,0.4,0,0,0.1,0
M35/1,M35027-1,17.6483,-67.1667,04/05/1996,-1814,0.53,7,7,3.4,0.5,0.5,0.8,0,1,2,1,15,0,0,0.2,0,0,0,1.5,0,0,0,0,12.8,32.1,2.6,8.2,2.9,1,1.5,0,1.7,1.7,0,1.3,0,0,0,0
M35/1,M35027-1,17.6483,-67.1667,04/05/1996,-1814,0.55,7.5,7.5,4.9,0.8,2.3,1,0,0,2.9,0,17,0,0,0.6,0.8,0,0.1,0.8,0.9,0,0,0,10.3,30.1,2.3,9.9,2.3,0.8,3.8,0.1,0.3,0.4,0,0.5,0,0.8,0,0.9
M35/1,M35027-1,17.6483,-67.1667,04/05/1996,-1814,0.57,7.1,7.1,6.4,0,2.3,0.1,0,0.9,2.1,0.9,17.7,0,0,0.7,0.1,0,0,1.8,0.2,0,0,0,8.9,27.2,4.4,6.4,2.3,4.4,3.5,0,1,1,0,0.7,0,0.1,0.2,0
M39,GIK13521-1,3.02,-22.0317,01/01/1975,-4504,0.36,2.6,2.6,0,0,0.2,4.3,0.1,0,22,0,1.3,0,0,3.8,2.7,0,4,0.4,8.1,0,0,0,0,17.1,0,15.9,10.1,0,0.4,0,0,3.4,0.8,0.1,0,3.5,1.7,6.4
M39,GIK13521-1,3.02,-22.0317,01/01/1975,-4504,0.39,0.2,3.9,0,0,1.2,3.7,0,0.2,34.4,0,1.3,0,0,10.8,0,0,0,0,20.4,0,0,0,0,5,0,6.9,4.2,0,0,0,0,7.1,0,0.6,0,0,0.4,20
M39,GIK13521-1,3.02,-22.0317,01/01/1975,-4504,0.42,0.3,1.2,0,0,0.4,4.4,0,0.9,43,0,0.6,0,0,12.8,0,0,0,0,21.8,0,0,0,0,3.1,0,4,1.3,0,0,0,0,5.9,0,0.1,0,0,0.6,21.2
M51,GIK13519-1,5.67,-19.8517,01/03/1979,-2862,0.27,3.5,9.6,0.2,0,0.2,1.6,0,0.8,4.3,0.6,9.1,0,0,2,0,0.2,0.2,0.2,4.9,0,0.2,0.2,3.1,33.9,1.2,11.2,7.1,3.1,0.8,0,0,1.2,0,0.8,0,0,0.6,4.3
M51,GIK13519-1,5.67,-19.8517,01/03/1979,-2862,0.3,2.2,9,1.2,0,0.5,2.2,0,1.2,7.3,0.5,9.5,0,0,2.7,0,0.2,0,0.2,5.2,0,0,0,2.9,33,1.2,8.8,5.1,3.9,1.5,0,0,0.7,0,1,0,0,0.5,4.7
M53,GIK15627-3,29.1667,-12.0867,07/03/1980,-1024,0.2,0.5,36.2,0.9,0,0,0,0,0.7,14.6,0.2,4.8,0,0,5.6,0,0,0,0.3,23.8,0,3.8,3.8,0,2.3,0,0,0,4.3,0.2,0,0,1.4,0,0.4,0,0,3.6,20.2
M53,GIK15627-3,29.1667,-12.0867,07/03/1980,-1024,0.23,0.8,36.3,1.3,0,0.3,0.8,0,0,4.2,1.6,6.3,3.1,2.1,8.6,0,0,0,0,0.5,0,1,1,2.6,7.6,0,6,2.1,2.1,1,0,0,11,0,0.8,0,0,0.5,0
M53,GIK15627-3,29.1667,-12.0867,07/03/1980,-1024,0.24,1.8,40.4,0.1,0,0.2,0,0,0,7,0.2,6.8,0,0,4.4,0,0,0,0.6,27.3,0,1.6,1.6,0,6.5,0,0,0,1.2,0.4,0,0,1,0,0.7,0,0,1,26.3
M53,GIK15627-3,29.1667,-12.0867,07/03/1980,-1024,0.3,0.9,38.5,0.2,0,0,0.1,0,0.2,13.8,0.4,7.5,0,0,5.6,0,0,0,0.2,16.8,0,6,6,0,3.5,0,0,0,3.2,0.9,0,0,1.5,0,0.5,0,0,1.5,15.3
M53,GIK15637-1,27.005,-18.9867,10/03/1980,-3849,0.5,3.1,13.6,1.7,0.2,0,0,0,0.4,12.6,5.3,5.9,0,0,12.6,0,0,0,1,24.8,0,1.8,1.8,0,7.1,0,0.5,0.1,2.2,0.4,0.3,4.2,4.5,0,2.1,0,0,1.6,23.1
M53,GIK15637-1,27.005,-18.9867,10/03/1980,-3849,0.51,4.2,18.8,2.7,0,0,0.2,0,1.3,15.1,3.7,5,0,0.3,10.9,0,0,0,0.3,18.8,0,0.3,0.3,0,6.2,0,0.2,0.2,2.3,0,0.4,6.6,7,0,2,0,0,4.3,14.5
M53,GIK15637-1,27.005,-18.9867,10/03/1980,-3849,0.52,2.5,16.1,0.8,0,0,0,0,0.2,22.5,3.5,4.8,0,0,8.9,0,0,0,0.4,22.7,0,0,0,0,7.8,0.4,0,0,3.5,0.4,0,3.3,3.3,0,1.8,0,0,5.2,17.5
M53,GIK15637-1,27.005,-18.9867,10/03/1980,-3849,0.54,3.1,12.2,2,0.2,0,0,0,0.2,19,4.8,7.4,0,0.4,14,0,0,0,0.2,16.4,0,0.9,0.9,0,7.9,0.2,0.4,0,2.6,0.7,0.2,4.8,5,0,1.9,0,0,2.8,13.5
M53,GIK15637-1,27.005,-18.9867,10/03/1980,-3849,0.56,3.6,15.7,2.3,0.4,0,0,0,1.4,18.2,7.4,4.9,0,0,9.1,0,0,0,0.4,20,0,1.1,1.1,0.2,7.4,0,0,0.2,0.4,0,0,5.7,5.7,0,1.3,0,0,4.7,15.4
M53,GIK15669-1,34.8917,-7.815,21/03/1980,-2022,0.65,3,23.5,1.8,0,0,0,0,0,6.4,3.4,7.5,0,0.5,10.3,0,0,0,0.5,21.4,0,4.7,4.7,0,1.2,0,0,0,12,0,0.1,2.2,2.3,0,1.3,0,0,1.4,20.1
M53,GIK15669-1,34.8917,-7.815,21/03/1980,-2022,0.7,3.2,19.2,1.6,0,0.2,0,0,0.6,7.3,0.6,13.2,0,0,14.3,0,0,0,0,24.9,0,1.2,1.2,0,2.3,0,0,0,7,0.6,0,2.1,2.1,0,1.8,0,0,0.9,24.1
M53,GIK15669-1,34.8917,-7.815,21/03/1980,-2022,0.75,5.2,26.4,1.3,0,0.4,0.2,0,0.6,9.2,0.3,10.2,0,0,17.2,0,0,0,0.3,10.4,0,0.6,0.6,0,4.1,0,0,0,8,0.6,0.1,2.4,2.5,0,2.3,0,0,0.9,9.5
M53,GIK15669-1,34.8917,-7.815,21/03/1980,-2022,0.8,5,12.7,1.8,0,0.1,0.2,0,0.3,18.1,0.5,7,0,0,17.6,0,0,0,0.2,12.4,0,1,1,0,9.3,0,0,0,8.6,0,0.4,2.8,3.1,0,2,0,0,0.1,12.3
M53,GIK15669-1,34.8917,-7.815,21/03/1980,-2022,0.85,3.8,17,2.8,0,0.1,0.1,0,0,7.7,2.3,7.2,0,0,21.3,0,0,0,0.1,9.9,0,1.5,1.5,0,12.7,0,0.1,0,9.6,1,0.1,1.6,1.6,0,0.9,0,0,1.7,8.2
M57,GIK15612-2,44.36,-26.5433,20/08/1981,-3050,0.51,0,7.3,0,0,0,0,0,0,0.2,0,1.3,0,0,1.2,0,0,0,73.7,7.3,0,7.6,7.6,0,0.3,0,0,0,1.3,0,0,0,0,0,0,0,0,0.3,7
M57,GIK15612-2,44.36,-26.5433,20/08/1981,-3050,0.53,0,13.1,0,0,0,0,0,0,0,0.2,1.4,0,0,1.8,0,0,0,58.8,9.1,0,12.7,12.7,0,0.4,0,0,0,2.6,0,0,0,0,0,0,0,0,0.4,8.7
M57,GIK15612-2,44.36,-26.5433,20/08/1981,-3050,0.56,0.2,13.1,0,0,0,0,0,0,0.4,0.4,1,0,0,1.7,0,0,0,59.9,6.9,0,13.8,13.8,0,0.4,0,0,0,2.1,0,0,0,0,0,0,0,0,0.8,6.1
M57,GIK15612-2,44.36,-26.5433,20/08/1981,-3050,0.6,0,14.6,0,0,0,0,0,0,0,0.2,2.6,0,0,4,0,0,0,59,6.1,0,10.9,10.9,0,0.2,0,0,0,2.4,0,0,0,0,0,0,0,0,0.2,5.9
M57,GIK15612-2,44.36,-26.5433,20/08/1981,-3050,0.67,0,19.3,0,0,0,0,0,0,0.2,0,1.9,0,0,2.1,0,0,0,50.3,6.7,0,16.4,16.4,0,0.2,0,0,0,2.9,0,0,0,0,0,0,0,0,1.3,5.4
M6/5,GIK16772-2,-1.35,-11.9617,21/01/1988,-3912,0.2,3.9,4,0.9,0,0.2,2.9,0,0.6,31.4,0.6,7.1,0,0,3.3,0.4,0.1,0.5,0,7.5,0,0,0,4.7,10.8,0.6,5.3,7.8,1.6,0.4,0,4.3,4.3,0,1.2,0,0.4,4.1,3.4
M6/5,GIK16772-2,-1.35,-11.9617,21/01/1988,-3912,0.3,3.1,8,0.3,0,0,3.6,0,0,23.6,0.3,3.1,0,0,36.2,0,0,0,0.3,7.4,0,0,0,2.6,3.8,1,1.7,1,0,0,0,3,3,0,0.6,0,0,4.9,2.5
M6/5,GIK16776-1,3.735,-11.3983,25/01/1988,-4242,0.4,0.4,5.2,0.4,0,2.2,3,0,0.4,40.3,0,1.7,0,0,13,0,0,0,0,1.3,0,0,0,3.9,5.6,0,15.6,2.6,0,0,0,0,0,0,4.3,0,0,0.4,0.9
M6/5,GIK16776-1,3.735,-11.3983,25/01/1988,-4242,0.5,2,3.9,0,0,1.1,2.8,0,1.2,27.8,0.2,5.7,0,0,11.6,0.4,0.6,0,0,0,0,0,0,9,15.2,1.8,9.6,4.6,0.8,0,0,0,0,0,1.4,0,0.4,0,0
M6/5,GIK16867-2,-2.2017,5.1017,10/02/1988,-3891,0.55,2.6,10.4,0.5,0,0,6.1,0,0,19.7,0,2.8,0,0,18,0.7,0,0.2,0.3,7.4,0,0.3,0.3,12.5,9.2,0.3,3.5,0.9,0.5,0.3,0,0,0,0,3.7,0,0.7,1.6,5.8
M60,GIK16017-2,21.245,-17.8033,22/01/1982,-812,2.4,0.6,41.2,0.2,0,0,0,0,0,5.9,0,1.8,0,0,15.7,0,0,0,0.4,30.6,0,0.4,0.4,0,1.7,0,0.1,0,0,0.4,0,0,0.4,0,0.6,0,0,1.2,29.4
M60,GIK16017-2,21.245,-17.8033,22/01/1982,-812,2.45,0.5,45.2,0.5,0,0,0,0,0,8.6,0.4,1.6,0,0,16.5,0,0,0,0,23.3,0,0,0,0.2,1.9,0,0.6,0,0.4,0,0,0,0,0,0.3,0,0,1.3,22
M60,GIK16017-2,21.245,-17.8033,22/01/1982,-812,2.5,1,49.8,0.2,0,0,0.1,0,0.4,8.8,0,0.9,0,0,17.4,0,0,0,0.2,15.4,0,0,0,0.6,2.9,0,1.2,0.1,0.1,0,0,0,0.1,0,0.3,0,0,0.2,15.2
M60,GIK16017-2,21.245,-17.8033,22/01/1982,-812,2.55,0.9,40.9,0.1,0,0,0,0,0,6.2,0,1.9,0,0,15.4,0,0,0,0.2,31.9,0,0,0,0.3,1.9,0,0,0,0,0,0,0,0,0,0.2,0,0,0.9,31
M60,GIK16017-2,21.245,-17.8033,22/01/1982,-812,2.6,0.7,41.1,0.2,0,0,0.4,0,0,12.3,0.4,0.8,0,0,17.9,0,0,0,0,21.9,0,0.4,0.4,0.1,0.8,0,1.4,0,0.8,0.4,0,0,0.2,0,0.1,0,0,1.6,20.3
M60,GIK16017-2,21.245,-17.8033,22/01/1982,-812,2.65,0.5,46.9,0.3,0,0,0,0,0,11.3,0,1.6,0,0,13.1,0,0,0,0.3,21,0,0,0,1.2,2.4,0,0.6,0,0,0.3,0,0,0,0,0.5,0,0,1.1,19.9
M65,GIK16415-2,9.5667,-19.095,25/07/1983,-3845,0.35,0.3,10.3,0,0,0.3,9.4,0,0.1,17,0,0,0,0,9.7,0,0,4.5,0,16,0,0,0,0.6,20.3,0,4.7,3.1,0,1.1,0,0,0.3,0,2.4,0,0,0.4,15.6
M7/2,GIK23262-2,72.2252,14.4273,22/07/1988,-1130,2.25,0,2.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95.5,2.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.4
M7/2,GIK23262-2,72.2252,14.4273,22/07/1988,-1130,2.6,0,0.2,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,95.1,4,0,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
M7/3,GIK23294-4,72.3797,-10.5923,05/08/1988,-2215,1.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97.2,2.6,0,0.2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.6
M7/3,GIK23294-4,72.3797,-10.5923,05/08/1988,-2215,1.2,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96.8,2.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.8
M7/5,GIK23351-1,70.3622,-18.2053,16/09/1988,-1672,0.6,0,0.1,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,96.1,3.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.3
M7/5,GIK23354-6,70.3315,-10.6288,18/09/1988,-1747,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
ODEN-96,OD-041-04,84.0292,11.2383,17/09/1996,-3344,0.13,0,0.1,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,98.1,1.7,0.1,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.7
ODEN-96,OD-041-04,84.0292,11.2383,17/09/1996,-3344,0.14,0,0,0,0,0,0,0,0,0,0,0.7,0,0,0,0,0,0,96.2,3.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.1
ODEN-96,OD-041-04,84.0292,11.2383,17/09/1996,-3344,0.15,0,0.1,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,99.1,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7
PALEOCINAT,SU90-39,52.5667,-21.94,01/01/1990,-3955,0.81,0,1.1,0,0,0,0,0,0,0,0,0.7,0,0,0,0,0,0,95.7,0.4,0,2.2,2.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4
PALEOCINAT,SU90-39,52.5667,-21.94,01/01/1990,-3955,0.9,0,1.1,0,0,0,0,0,0,0,0,2.5,0,0,1.1,0,0,0,90.7,0.7,0,3.6,3.6,0,0,0,0,0,0.4,0,0,0,0,0,0,0,0,0,0.7
PALEOCINAT,SU90-I06,59.5217,-39.445,01/01/1990,-1315,0.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98.6,1.1,0,0.2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1
PALEOCINAT,SU90-I06,59.5217,-39.445,01/01/1990,-1315,0.21,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,96.7,3.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.4,1.6
PALEOCINAT,SU90-I06,59.5217,-39.445,01/01/1990,-1315,0.23,0,0.5,0,0,0,0,0,0,0.4,0,0,0,0,0,0,0,0,98.2,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9
POS158/2,GIK16396-1,61.8722,-11.2423,20/04/1989,-1145,1.98,0,0.2,0,0,0,0,0,0,0,0,2.4,0,0,0,0,0,0,92.6,3.1,0,1.2,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0,0.5,2.6
POS175/2,POS175/2_1171,67.9593,-18.6117,01/01/1990,-935,0.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97.8,2.1,0,0.1,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.1
POS210/2,GIK23519-5,64.7973,-29.5958,18/08/1995,-1893,0.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
POS210/2,GIK23519-5,64.7973,-29.5958,18/08/1995,-1893,0.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98.8,0.8,0.2,0.2,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8
POS210/2,GIK23519-5,64.7973,-29.5958,18/08/1995,-1893,0.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97.9,1.4,0.7,0,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.4
RC11,RC11-86,-35.78,18.45,02/03/1967,-2829,0.4,0,11.9,2.8,0,0.3,0,0,0.3,0.7,0.7,3.1,0,0,13.6,0,0,0,1,62.9,0,0,1,0,0,0,0,0,0,0,0.7,0,0.7,0,0.7,0,0,26.9,36
RC11,RC11-86,-35.78,18.45,02/03/1967,-2829,0.5,0.7,12.2,1.7,0,0,1.4,0,0,3.7,0.3,2.7,0.7,0.3,15.6,0.7,0,0.3,1.7,54.2,0,0,0.3,0,0,0.7,0,0,0.7,0,1,0,1,0.3,0.7,0,0,16.6,37.6
RC12,RC12-267,-38.68,-25.78,15/01/1969,-4144,0.58,0,3,0,0,0,0,0,0,0,0,1.5,2.2,0,39.2,0,0,0,1.5,51.5,0.3,0,0.3,0,0,0,0,0,0,0,0.4,0.4,0.9,0,0,0,0,0,51.5
RC12,RC12-267,-38.68,-25.78,15/01/1969,-4144,0.73,0,3.3,0,0,0,1.2,0,0,0,0.2,2.9,2.4,0,35,0,0,0,12.6,30.8,0.5,0.3,0.9,0,0.2,0,0,0,0,0,10.4,0.2,10.6,0,0,0,0,0,30.8
RC12,RC12-294,-37.27,-10.1,18/02/1969,-3308,0.36,0.1,25.2,0.1,0,0.2,0,0,0.2,0.2,0.2,4.8,0.6,0.2,12.3,0,0,0,6,35.1,2.8,3,5.9,0,1,0,0.1,0,0.3,0.2,6.9,0.5,7.3,0,0.1,0,0,0.1,35
RC12,RC12-294,-37.27,-10.1,18/02/1969,-3308,0.4,0,35.4,0,0,0,0,0,0,0.3,0.8,4.7,0,0,10,0,0,0,5.3,28,0,0,9.8,0,0.8,0,0,0,0.3,0,4.5,0.3,4.7,0,0,0,0,7.9,20.1
RC12,RC12-294,-37.27,-10.1,18/02/1969,-3308,0.45,0,40.5,0,0,0,0,0,0,0,0.3,5.4,0.3,0,12.9,0,0,0,3.9,22.8,0,0,9.3,0,0.3,0,0,0,0.3,0,3.9,0,3.9,0,0,0,0,8.7,14.1
RC12,RC12-294,-37.27,-10.1,18/02/1969,-3308,0.46,0,36.4,0,0,0,0.3,0,0,0,0.2,3.2,1.2,0,10.8,0,0,0,8.3,33.6,2,1.9,3.9,0,0.4,0,0,0,0.2,0,1.5,0,1.5,0,0,0,0,0.2,33.5
RC12,RC12-294,-37.27,-10.1,18/02/1969,-3308,0.48,0,32.7,0,0,0,0.1,0,0,0,0.1,3.8,0,0.1,10.5,0,0,0,5,40.9,1.9,1.4,3.2,0,0.1,0,0,0,0.3,0,2.9,0.3,3.2,0,0,0,0,0.2,40.7
RC12,RC12-294,-37.27,-10.1,18/02/1969,-3308,0.5,0,35.8,0,0,0,0,0,0,0,2.9,3.2,0.9,0,13.4,0,0,0,3.2,27.3,0,0,7,0,0.6,0,0,0,0.3,0,5.5,0,5.5,0,0,0,0,5.8,21.5
RC12,RC12-294,-37.27,-10.1,18/02/1969,-3308,0.53,0,34.7,0,0,0,0.3,0,0,0.1,0.2,4,0.2,0,12.8,0,0,0,9.5,31.9,2.9,0.9,3.9,0,0.5,0,0,0,0,0,1.4,0,1.4,0,0.2,0.1,0,0.2,31.7
RC13,RC13-153,15.065,-75.95,06/07/1970,-3334,0.54,4.6,4.9,0.3,0,1.5,1.3,0,0,5.2,0.6,10,0.1,0,4.3,0.3,0,0.6,0.6,1,0,0,0,8.6,41.3,1.5,6.3,1.5,0,1.5,0.6,2,2.5,0,1.3,0,0.3,0.6,0.4
RC13,RC13-153,15.065,-75.95,06/07/1970,-3334,0.59,5.7,5.6,0.4,0,2.8,1.1,0,0,6.3,0.4,13.4,0,0.3,3.4,0,0,0.5,0,0.9,0,0.3,0.3,9.6,36.8,0.5,4.8,2.5,0.1,1.1,0.1,1.8,1.9,0,1.3,0,0,0.8,0.1
RC13,RC13-228,-22.33,11.198,08/10/1970,-3204,1.1,0,15.1,1.6,0,0,0,0,0,0,0,0.3,0,0,3.5,0,0,0,23.3,45.7,0,0,6.9,0,0,0,0,0,0.3,0,0,0,0,0,0.6,0,0,23.3,22.4
RC13,RC13-228,-22.33,11.198,08/10/1970,-3204,1.15,0.3,20.6,1,0,0,0,0,0.3,0,0,3.2,0,0,18.7,0,0,0,10,37.4,0,0,2.6,0,2.9,0,0.3,0.3,0,0.3,0.3,0,0.3,0,0,0,0,22.3,15.2
RC13,RC13-228,-22.33,11.198,08/10/1970,-3204,1.2,0,20.3,0.9,0,0,0,0,0,0,0.3,3.2,0.6,0,9.5,0,0,0,16,42.7,0,0,2.3,0,1.7,0,0,0,0,0,0,0,0,0,0.6,0,0,20.3,22.3
RC13,RC13-228,-22.33,11.198,08/10/1970,-3204,1.25,0,20.2,0,0,0,0,0,0,0.3,0.3,2.2,0,0,6.9,0,0,0,20.5,38.8,0,0,6.6,0,1.9,0,0,0,0,0,0,0,0,0,0.3,0,0,22.1,16.7
RC13,RC13-228,-22.33,11.198,08/10/1970,-3204,1.3,0,13.6,0,0,0,0,0,0,0,0,2.9,0,0,4.5,0,0,0,15.3,59.1,0,0,1,0,1.6,0,0,0,0,0,0.3,0,0.3,0,0.3,0,0,24,35.1
RC13,RC13-229,-25.49,11.307,10/10/1970,-4191,0.45,0.6,11,0,0,0,0.2,0.2,1.2,0.6,0,1,0.6,0,32.7,0,0,0,1,45.2,0,0,0,0,2.6,0,0,0,0.3,0,1.8,0.3,2,0,0.7,0,0,1.5,43.8
RC13,RC13-229,-25.49,11.307,10/10/1970,-4191,0.52,0.2,2.9,0.1,0,0,0,0,0.1,0,0,0,0.5,0,21.1,0,0,0,2.5,69.7,0,0,0,0,1.9,0,0.4,0,0,0,0.5,0.1,0.6,0,0,0,0,0.2,69.4
RC13,RC13-229,-25.49,11.307,10/10/1970,-4191,0.55,0.5,10.6,0,0,0,0,0,0.1,0.5,0,1,0.7,0,13.8,0,0,0.1,0.9,67.6,0.2,0,0.2,0,2.1,0,0,0,0.1,0,0.4,0.6,1,0,0.4,0,0,0.8,66.8
RC13,RC13-229,-25.49,11.307,10/10/1970,-4191,0.58,0.3,7.1,0,0,0.3,0,0,0,1.8,0,1.3,0.5,0,6.3,0,0,0,1.6,78.3,0,0.5,0.5,0,0.3,0,0.8,0,0,0,0.8,0.3,1,0,0,0,0,1.3,77
RC13,RC13-229,-25.49,11.307,10/10/1970,-4191,0.6,0.2,10.5,0,0,0,0,0,0,0.9,0.2,0.7,1.1,0,9.4,0,0,0,3.6,71.9,0.4,0.4,0.9,0,0,0,0,0,0,0,0.2,0.4,0.7,0,0,0,0,1.6,70.3
RC24,RC24-16,-5.038,-10.19,26/03/1983,-3543,0.63,2.1,9.3,2.4,0,0.3,3.2,0,0,18.9,1.6,5.3,0,0,19.4,0,0,0.3,0,4.8,0,0,0,5.3,10.6,0.5,5.3,6.6,0.3,0,0,0,0,0,2.9,0,0,2.9,1.9
RC24,RC24-16,-5.038,-10.19,26/03/1983,-3543,0.66,1.3,14.1,2.1,0,0,4.1,0,0,18.5,4.4,3.1,0,0,19.7,0,0,0,0.5,7.9,0,0,0,3.1,6.2,0,5.1,5.1,0,0.3,0,0.8,0.8,0,3.3,0,0,5.4,2.6
RC24,RC24-16,-5.038,-10.19,26/03/1983,-3543,0.69,2.3,11.7,1.1,0,0.3,4,0,0,18.6,2.3,2.9,0,0,19.7,0,0,0.6,0,6.3,0,0,0,5.7,10.6,0.6,3.7,3.7,0.3,0,0,0.6,0.6,0,4,0,0,4.3,2
SO82,SO82_5-2,59.1862,-30.9048,21/10/1992,-1416,0.95,0,0.9,0,0,0,0,0,0,0,0,0.3,0,0,0,0,0,0,96.4,1.8,0,0,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8
SO82,SO82_5-2,59.1862,-30.9048,21/10/1992,-1416,1,0,0.7,0,0,0,0,0,0,0,0,0.3,0,0,0,0,0,0,95.6,2.7,0,0,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.7
SO82,SO82_5-2,59.1862,-30.9048,21/10/1992,-1416,1.05,0,0.4,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,96.8,2.1,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.1
SO82,SO82_5-2,59.1862,-30.9048,21/10/1992,-1416,1.1,0,0.3,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,97.2,2,0,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
SO82,SO82_5-2,59.1862,-30.9048,21/10/1992,-1416,1.15,0,0.5,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,97.5,1.6,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6
SO82,SO82_5-2,59.1862,-30.9048,21/10/1992,-1416,1.2,0,1,0,0,0,0,0,0,0,0.1,0.3,0,0.3,0.1,0,0,0,96,1.5,0,0,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5
SU92,SU92-21,36.5117,-23.7367,,-4170,0.75,0.4,10.9,0,0,0.2,0,0,0.2,3.7,2,6.6,0.4,0,34.2,0,0,0,2.2,31.3,0,1.7,1.7,0,2.4,0,0,0,0.4,0,0.2,2.3,2.5,0,0.7,0,0,0,31.3
SU92,SU92-21,36.5117,-23.7367,,-4170,0.8,0.7,4,0.9,0,0.4,0,0,0,4.6,1.8,4.8,0,0,46.9,0,0,0,1.3,24.6,0,0.9,0.9,0,5.5,0,0,0,0.4,0,0.4,1.4,1.8,0,1.4,0,0,0,24.6
SU92,SU92-21,36.5117,-23.7367,,-4170,0.85,1.1,9.6,0.1,0,0.8,0,0,0,4.5,3.2,9.6,0,0,28.1,0,0,0,0,30.7,0,0.5,0.5,0,4.3,0.5,0,0,4,0.8,0,0.7,0.7,0,1.4,0,0,0,30.7
V16,V16-20,17.933,-50.35,08/11/1959,-4539,0.34,3.7,1.1,0,0,1.4,1.1,0,0.2,2.8,0.2,4.8,0,0,0,0.2,0,0,0,0,0,0,0,2.5,62,0,11.3,4.6,0.2,0.5,0.9,1.8,2.7,0,0.5,0,0.2,0,0
